Team Number,Team Name,Region
20084,Alpha Team,Quebec
20085,Pumabotics,Alberta
20086,Lake Norman Charter,North Carolina
20087,B-,Arkansas
20088,Apocalyptic,Arkansas
20091,Blood Sweat and Gears,Netherlands
20092,RTF-RoboticTechFrox,Netherlands
20094,Raiderbot's Squared,Pennsylvania
20096,The Sentinels,Chesapeake
20097,Robo Raptors,Iowa
20098,Knight Tech Robotics 2,Arizona
20099,Team Inconceivable!,New Hampshire
20101,Triple B,Michigan
20104,CCS Cougars,Ohio
20105,Lo-Ellen EDIT (GREY),Ontario
20107,Incoherent,Minnesota
20108,GOATs,Utah
20109,Iron Lions,Texas West & Panhandle
20116,Where's The Tape Measure?,Ohio
20117,Fatal Errors,Quebec
20118,Binary,Washington
20119,Electric Eels,Washington
20120,Encryption,Arkansas
20123,Cryptic,Chesapeake
20124,Epsilon,Chesapeake
20125,Webber Robocats,Alberta
20127,Apollo's Architects,Chesapeake
20129,49th Frost,Alaska
20130,Heart Attack,Alaska
20131,The Inventors,Romania
20135,MeeralRobotics,Romania
20139,Voxotomy,Alaska
20140,AK Innovation,Alaska
20142,Walnut Creek CyberHawks,Michigan
20143,Stinger Robotics Team Swarm,Louisiana
20145,Wildcat Robotics - 2,Texas West & Panhandle
20148,Rusty Goons,Minnesota
20150,The Broken Hexagon,Minnesota
20151,The RoboWreckers,Connecticut
20152,Battle Bots,Pennsylvania
20153,Silver Wolves,Pennsylvania
20159,All Saints Angels,Michigan
20160,Infinity,Illinois
20163,Metal Maniacs,California Northern
20167,LCtronics,California San Diego
20168,STS Robotics 20168,Alberta
20169,PiSTEM Dinos,Idaho
20172,Prometheus,Georgia
20174,MDR Maximum Entropy,British Columbia
20175,RoboBobo,Washington
20176,Aberhart Allen Keys,Alberta
20177,High Velocity,Oregon
20180,Deus Ex Machina,Iowa
20181,Shawnee Mission East Robotics,Missouri
20182,Luna-Techs,Missouri
20183,Brainstorm,Quebec
20188,Hotchkiss EFX Gearcats A,Connecticut
20189,Hotchkiss EFX Gearcats B,Connecticut
20190,SJHS Falcons - Black_1,Alberta
20194,JackBots,Chesapeake
20196,Royal Robots,Illinois
20197,OZoneJR8,Ohio
20201,Centre county 4H Robotics- The Mighty Ducks,Pennsylvania
20203,Super Awesome Robot,New York Excelsior
20204,Charging Pioneers,New Jersey
20205,Chaotic Pioneers,New Jersey
20206,Electric Feather  - Pink,Wyoming
20208,Ignite Inventors,Illinois
20217,Surge,Mississippi
20218,Black Drifters 2,Missouri
20219,Edge Robotics,Washington
20223,USC Dynamics,Pennsylvania
20225,KRAK'N,Michigan
20228,SMRT,New York Excelsior
20229,CrabLads,Oregon
20232,Spicy 27,Texas West & Panhandle
20233,Blazing Bluebots,New York City
20237,LTCDMNrobotics,Romania
20238,Rapture Raptors,Texas West & Panhandle
20240,Westwood Slingshot,Texas Central
20241,Roaring Robotics,Chesapeake
20244,Liberty Lions,New Jersey
20245,Ultraviolet,Michigan
20249,Stafford STEM Academy,Texas Houston
20250,Stampede,Texas Central
20251,Raiders - Black,Alberta
20252,Quantum Robotics,Michigan
20253,Robotic Tigers,Nevada
20255,Falcon's Nest,New Jersey
20256,Greendale Robotics:  Storm,Wisconsin
20257,The Team That Shall Not Be Named,Chesapeake
20258,Mind Bombs,Texas Houston
20261,Drive Gears,Ontario
20265,Heart of RoBots,Romania
20266,Prince of Wales Engineering and Robotics,British Columbia
20267,Gravity,Quebec
20268,Actinium 450 team 1,Quebec
20269,Maestro,Quebec
20270,Technomatrix,Quebec
20271,Fenix,Quebec
20272,Express-O,Quebec
20273,TechnoDynamo,Quebec
20274,Spartiates,Quebec
20276,Mecha-logical,Quebec
20277,Tornades Chasers,Quebec
20278,Neurobots du CollÃ¨ge de l'Assomption,Quebec
20279,Les Dragons,Quebec
20280,Scarabot,Quebec
20281,les LOUPS,Quebec
20282,Marion Law Academy,Michigan
20285,Truckee Robotics,Nevada
20287,Wasted Potential,Minnesota
20288,Mechanical Mages,Oregon
20290,Boston Basketbots,Massachusetts
20293,Laser Bots,Wisconsin
20294,Bionic Bulldogs,Michigan
20296,Powerpuff Robots,Illinois
20297,SLCS Stormbots,New York Excelsior
20298,Nvizable Robotix,Missouri
20299,Thunderstruck Robotics,Michigan
20300,Cove 3,Oregon
20301,VIKINGBOTS,Connecticut
20304,AEMDROID,Oregon
20307,Clipper Krakens,Iowa
20309,RK23,Georgia
20311,Eyeland Skool,Hawaii
20313,Mustang Robotics,Texas North
20316,Crimson Comets,Texas Central
20317,Ursuline Academy - Cincinnati,Ohio
20319,BWS Dog in a Box,California Southern
20320,BWS Eaglets,California Southern
20322,Big Blue Bytes,Ohio
20323,Sigma,Missouri
20324,Greenwood Eagles,Florida
20325,Maximum Resistance,Texas North
20326,RMS Khrysaor,California Northern
20327,Kitsunics,Mexico
20329,TechnoGods,Romania
20331,BISON BOTS,California Southern
20332,Just Add Logic,Michigan
20334,Geared Up!,New Mexico
20335,LIONBOTS,Texas Houston
20336,Beep Beep Bunch,Texas North
20337,Say Watt?,Chesapeake
20340,Space Astros,Massachusetts
20342,BACON 20342,Chesapeake
20343,R.I.P. (Robot in Pieces),Chesapeake
20344,Cattlebots,Florida
20345,Kobalt Klaws,Washington
20347,[INSERT_NAME_HERE],Texas North
20348,M.A.S.T.O.D.O.N.S.,Michigan
20349,Chaotic Good,Iowa
20350,Aviation Ai,Texas Central
20353,LIBERTY & JUSTICE,California Southern
20355,Keep It Simple 2,California San Diego
20357,Tocoi Creek Los Toros Loco,Florida
20358,Tocoi Creek Robo Toros,Florida
20360,The Sus Bois,California Southern
20361,RoboRev,Netherlands
20366,RMS Werewolves,California Northern
20367,RMS Cerberus,California Northern
20368,RMS Thunderbirds,California Northern
20369,EMCTEAMTECH,Chesapeake
20370,RMS Phoenix,California Northern
20371,Chargers,Idaho
20373,RMS Chimera,California Northern
20374,Power Buff Girls1,Oklahoma
20375,BioTech Buffs1,Oklahoma
20377,Ludington Area Catholic MS 21,Michigan
20378,Perryville Pirates,Missouri
20380,The Borikengineers,Chesapeake
20381,Killer Instinct A,California Southern
20383,RMS Yetis,California Northern
20385,The Abundant Sheep,Ohio
20388,Newark School of Data Science and Information T...,New Jersey
20390,Fire Snails,Pennsylvania
20391,Tungsten Tigers,Missouri
20394,Mustangs2.0,Texas Houston
20397,Flashes,Florida
20403,Technototes 2,Washington
20404,Fatal Falcons,Iowa
20405,RMS Hydra,California Northern
20406,BWS *Exhales Aggressively*,California Southern
20409,The Winsor Wirecats,Massachusetts
20410,Newman Gibbins,Texas North
20415,OLS Gigabytes,Michigan
20417,Luqman Robotics Team,Libya
20420,Collegiate TeraKnights,Texas South
20422,Team Spyder Too,California San Diego
20423,Obsidian Robotics,Hawaii
20424,Zenith,California Northern
20428,South Iredell High School - FUSE,North Carolina
20430,Heroes,Indiana
20431,X-RAID,Oregon
20434,Binding Energy,North Carolina
20439,Lake Balboa College Prep,California Southern
20442,MAYWOOD ACADEMY HIGH SCHOOL,California Southern
20444,Midwest Tankers,Wyoming
20445,Vista Middle School,California Southern
20447,Turing Squad,Chesapeake
20448,Valley Creek Bluebots,Alberta
20481,DHS T-STEM,Texas South
20482,Wylie E. Robote,Texas North
20483,Wall East,Texas North
20485,LCMS FTC Pirate Robotics Team 2,Texas West & Panhandle
20486,Verdugo Hills High School,California Southern
20487,Lake Balboa College Preparatory K-12 Magnet,California Southern
20490,Torres High School Engineering & Technology,California Southern
20491,Sylmar Leadership Academy,California Southern
20500,Robert H. Lewis High School,California Southern
20507,Joseph Le Conte Middle School 1,California Southern
20511,Bionic Bulldogs,Michigan
20512,Irondogs,Michigan
20514,CyberKnights,Colorado
20515,Cubed ETs,Utah
20519,Ben Franklin High School and Dual Language Acad...,California Southern
20520,Ben Franklin High School and Dual Language Acad...,California Southern
20524,Valley Academy of Arts and Sciences 1,California Southern
20526,Lincoln High School 1,California Southern
20530,Lincoln High School 2,California Southern
20532,Thomas Starr King MS 2,California Southern
20538,El Sereno MS 1,California Southern
20539,El Sereno MS 2,California Southern
20540,John C. Fremont H.S. 2,California Southern
20541,John C. Fremont H.S. 1,California Southern
20556,Dr. Maya Angelou Community High School,California Southern
20560,Alexander Hamilton 1,California Southern
20563,Alexander Hamilton 2,California Southern
20569,Wright MS STEAM Magnet 2,California Southern
20574,Potential Energy,Florida
20580,Girls Academic Leadership Academy 1,California Southern
20586,San Fernando Senior High,California Southern
20588,Woodland Hills Academy 1,California Southern
20593,Maywood Center for Enriched Studies 2,California Southern
20594,Maywood Center for Enriched Studies 1,California Southern
20597,Palms Gifted / High Ability Magnet 1,California Southern
20598,Pacoima Middle School,California Southern
20599,Palms Gifted / High Ability Magnet 2,California Southern
20603,TS King Middle School 1,California Southern
20613,Minnechaug Tech,Massachusetts
20616,Nathaniel Narbonne High School,California Southern
20617,Nava College Preparatory Academy 1,California Southern
20626,Sherman Oaks Center for Enriched Studies 1,California Southern
20629,Rancho Dominguez Preparatory School,California Southern
20654,I.G.H.H.V.,Washington
20667,Padua1,Australia
20669,Build for Change,Israel
20673,LJH Tech Lizards,Florida
20674,Ogden Varsity,Illinois
20675,Christiansburg Trident Bots,Chesapeake
20676,Ogden JV,Illinois
20679,Tech Cat Robotics,Arizona
20681,Giga Bite,Nevada
20683,CMPD RoboCops,North Carolina
20685,NKshrimp,Chinese Taipei
20686,GHS Cyber Hawks,Wisconsin
20687,RCJH.CC- AutoCavs,Texas South
20688,RCJH.CC- DeceptiCavs,Texas South
20689,Battle Ground Robotics,Indiana
20691,Andromeda,Romania
20693,Raiders - White,Alberta
20694,Craft Coalition,Alabama
20696,Uxbridge Robotics,Massachusetts
20699,WJHS Hatchet Ratchex Robotics,Indiana
20701,Team Lovelace,New York City
20707,Omegabots,Alberta
20710,Mandela Effect,Alaska
20712,Kenny Donuts,New York City
20714,FloCo BuffBots1,Chesapeake
20716,BeauBots,Texas Central
20718,Scarlett Robotics,Alberta
20719,Paul VI Robotics II,New Jersey
20720,CyberTech,California Northern
20721,FloCo BuffBots2,Chesapeake
20723,Ignatian Industries,Florida
20725,Aztec Robotics1,Texas West & Panhandle
20726,Tobor the Viking (AKA Vikings I),New Hampshire
20729,Basement Botics,Pennsylvania
20731,Zombie Apocalypyse Counter Task Force,New York City
20732,ATLAS_CNB_192,Romania
20736,Johnson Dynamics,Texas Central
20737,Johnson Juggernauts,Texas Central
20738,secbirdmachine 2,Netherlands
20739,Coding Chaos,Texas Central
20741,Checkmate,Texas Central
20744,24 Karat,Ohio
20745,Edinburg North Robotics,Texas South
20746,Aztech IV,Mexico
20748,Nobles,Massachusetts
20754,Hephaestus,Texas North
20760,Impossible Robotics,Netherlands
20761,Evolution 2,Quebec
20763,Iron Lions,Rhode Island
20764,UltraBots,Texas North
20765,Vikings for Technology,North Carolina
20766,Coding Vikings,North Carolina
20771,Bearbotics Sigma,Colorado
20772,Patriots 3901,Rhode Island
20775,Pinnacle Robotics,Arizona
20776,South Haulers,Texas South
20778,Brentwood Bots,Texas Central
20782,Jedi tech,North Dakota
20788,Sasquatch RPM,Chesapeake
20789,Paranoid-Androids-On-Steriods,New York City
20790,Hawkbot1cs,Oregon
20791,Kronos,California Northern
20793,EP Townies,Rhode Island
20799,CyberDragons King Bob,California Southern
20802,Over Engineered,Alberta
20803,Avondale Geckos,Michigan
20804,Avondale Hedgehogs,Michigan
20805,BearBots,New York Excelsior
20807,Phoenix Robotics,New York Excelsior
20808,Spartans,Massachusetts
20824,LeXT - Pineapple Something,California Southern
20826,Far Far Away Kingdom,Chinese Taipei
20828,ReFresh,Chesapeake
20829,Quick Silvers,Chesapeake
20830,Mighty Ducks,Chesapeake
20831,Spaghettios,Chesapeake
20835,Able Influence SC,South Carolina
20838,Tech No Logic,Texas North
20841,Peekskill Pride #1,New York Excelsior
20843,Joshua,Alaska
20844,Wheelie-Bot,Alaska
20848,Tiger-Bots,New Jersey
20852,BOTcat Bosses,Michigan
20853,Holmes Comp Team 1,Michigan
20854,Holmes Comp Team 2,Michigan
20855,01Cowboys,Oregon
20858,Alpha Byte,Brazil
20862,Eagle Robotics G.I.R.L.S.,Michigan
20863,BIG Eagle Robotics,Michigan
20865,Atlantic Coast Gamma Rays,Florida
20874,SAS Tech Robotics Team,Libya
20881,Lake City Bionic Trojans,Michigan
20882,Flat River Academy Robotic Grizzlies,Michigan
20907,Dreamer.GC,Chinese Taipei
20908,Fighter.GC,Chinese Taipei
20910,Hornets 2,New Hampshire
20912,Harambe Cartel,Romania
20925,HYPERCUBE,Romania
20936,ET.CNSCM,Romania
20948,Hug HS,Nevada
20954,STIM DC,Romania
20965,BIT-MO,Romania
20972,VOLTA CIRCUITS,Romania
20974,RO094,Romania
20979,Redstone Robotics,Alabama
20985,Wafy,Romania
20992,Berkeley Robotics,United Kingdom
20994,fernDOWNLOAD#85,United Kingdom
20997,fernDOWNLOAD#166,United Kingdom
20998,fernDOWNLOAD#239,United Kingdom
20999,fernDOWNLOAD#240,United Kingdom
21002,UK 249 - ASL Team 6 - HS Robotics Class 1,United Kingdom
21003,UK 250 - ASL Team 7 - HS Robotics Class 2,United Kingdom
21009,337 HCACP,United Kingdom
21028,TheEagles RO_143,Romania
21030,MasterBots,Romania
21031,roLERbot,Romania
21033,HYPE,Romania
21035,United Nations,Australia
21036,JUSTICE FTC TEAM,Brazil
21044,Epsilon,Romania
21050,MasterMinds,Romania
21051,Comwiz BITS,Cyprus
21055,Pascal English School Nicosia Black Decker 1,Cyprus
21056,Army Bot,Romania
21058,NIS KYRAN,Kazakhstan
21062,QUANT,Kazakhstan
21063,Initium Robotics,Kazakhstan
21066,5x1,Kazakhstan
21069,OUTPUT JundiaÃ­,Brazil
21071,SkyLine,Romania
21073,November Eleven,Romania
21077,SESI SENAI FTBEN,Brazil
21078,Criadores,Brazil
21081,Asimov,Brazil
21083,BAZINGA! 73,Brazil
21084,Nautilus,Brazil
21085,BRONTOBYTE,Brazil
21086,Just Girls,Brazil
21089,FastForwardFutureTeam,Romania
21091,ILALBOTICS,Mexico
21094,Super Wario Bros,Kazakhstan
21096,RobotBirds,Cyprus
21097,Dragonfly,Romania
21100,The GC School Voyagers,Cyprus
21105,The Grammar School EVO V.1,Cyprus
21109,TESEK Makarios III RoboMak,Cyprus
21115,Steel Stingers FTC,Michigan
21120,Da Vinci Codez,South Africa
21122,UK097,United Kingdom
21127,Marvels of Irving,Texas North
21138,Kaizenite,Texas North
21169,CyberLions,Romania
21171,The Marvels of M12,Texas North
21178,Avenues Aviators,Brazil
21180,Error 418,Wisconsin
21183,Walton Robotics - RED,Georgia
21184,Walton Robotics - Blue,Georgia
21186,110 Delphinus,United Kingdom
21187,Equuleus 426,United Kingdom
21199,UK116 - Omega,United Kingdom
21200,UK179 - Alpha,United Kingdom
21206,TEAM 183,United Kingdom
21207,TEAM 425,United Kingdom
21217,The Phoenixes,Nevada
21218,SintLucas,Netherlands
21222,EQUIPE QUIMERA,Brazil
21223,AcrÃ´nicos,Brazil
21225,Shear Force,Missouri
21226,RoboRaiders,New Jersey
21227,Legend,California Northern
21229,Quality Control,Washington
21230,TechnoPhoenix,Washington
21231,NaN,Oregon
21232,no team,Chesapeake
21233,Tech Syndicate,Texas Central
21235,SHARK!,Texas North
21236,Gator Growbotics,Massachusetts
21237,Mtn. Dudez,Oregon
21238,Perpetual Motion,Nevada
21239,All Systems Go,California San Diego
21301,Electric Wolves,Washington
21302,HCS Robotics (CLEOB@ya),New York Excelsior
21303,Pandamonium,California San Diego
21304,Tiger Robotics,Texas Houston
21305,Rogue Cats,Minnesota
21309,TekSense,South Africa
21310,nexUs,Chesapeake
21311,Lion Robotics,Iowa
21312,NMS Volt Beasts,Washington
21313,Team Talos,Florida
21316,Team Alpha,California Northern
21317,Q-Tech,Chesapeake
21318,Leggo-CPC,North Carolina
21319,Falcon,Ontario
21320,Sentinel Bots,Florida
21321,Mechanical Mustangs Justify,Texas Central
21323,TrinityBots,Texas Central
21324,Hackin Hounds,Pennsylvania
21325,JuniorKnights,California Southern
21326,OverZero,California Northern
21327,Java Nauts,Texas North
21329,Squires of the Lab Table,Arizona
21330,The Marvels of Tomorrow,Texas North
21331,Silver Hornets,Michigan
21332,Cardinal Coders,Massachusetts
21333,RoboKnights,Illinois
21336,I Forgot,Washington
21337,Dinobyte,Texas Central
21338,Innovators,Texas Houston
21339,Salisbury Robotics,Alberta
21340,Crimson Claws,Michigan
21341,Team Fenix,California Southern
21342,LÃ¶sungsjÃ¤ger,Brazil
21343,LYBOTICS Ghosts Team,Libya
21344,NaN,Libya
21346,BASIS Some Assembly Required,Texas Central
21347,Argobots,Idaho
21349,Screw Looose Scientists,Netherlands
21350,Team Rocket,Illinois
21351,Cybotz,North Carolina
21352,Team FireBots,Texas Central
21353,Red Arrow Robotics,Michigan
21354,EPIC Expedition,Texas North
21355,TurtleTek,Wisconsin
21357,ROGO (Robotics Offering Girls Opportunities),Pennsylvania
21358,MagnaFlux Robotics,Chesapeake
21359,Stardroids,Chesapeake
21360,AlphaBots,North Carolina
21361,Mustangs,New York Long Island
21363,TorqueNados JV,Michigan
21364,FIRST Try,Pennsylvania
21366,Maringineers,California Northern
21368,Gesu Catholic School,Ohio
21370,Built-Different,Washington
21372,Robarks,Oklahoma
21373,Knights Robotics 2,Louisiana
21375,YGGDRASIL ROBOTICS,Texas Central
21376,BOOM SHAKA LAKA,California Northern
21377,Botsworth,New York City
21378,RoboTigers,New York Excelsior
21379,Adna Robotics 2,Washington
21380,Beyond Robotics,California Southern
21381,Harmony Robotics,North Carolina
21382,Marcus1,Florida
21383,AuGresFTC1,Michigan
21384,SDS Griffins,South Carolina
21385,Nuclear Fishin',Wisconsin
21386,ROBO RAIDERS,Texas Houston
21392,ION Cats,Missouri
21393,Team Koko,Ontario
21394,DAR HIgh School Robotics,Alabama
21395,AlBaqir Academy,Alberta
21396,LPCI,Ontario
21397,Sonic Rover,Quebec
21398,NaN,Libya
21401,Blue Jays,North Carolina
21402,The Ducks,California Northern
21404,Metal~Manipulators,North Carolina
21410,Void Robotics Team,Libya
21412,LYBOTICS Aces Team,Libya
21413,ScoutsG2 Robotics Team,Libya
21414,Scouts Girls Robotics Team,Libya
21418,SeaCow Robotics,Arkansas
21419,Power Rangers,California Northern
21421,Pas les lynx,Quebec
21422,Ãcole secondaire Daniel-Johnson 2,Quebec
21423,Ãcole secondaire Daniel-Johnson 3,Quebec
21426,Mechanical Ducks,Illinois
21427,Techno Wizards,Michigan
21428,Silver Eagles,New York Excelsior
21429,Golden Eagles,New York Excelsior
21430,BroomBots,Colorado
21432,Short Circuits,Texas Central
21433,Epic Energetic Engineers,Missouri
21436,Pioneers3,Texas Houston
21437,Terminal Velocity,Pennsylvania
21438,Chaotic Current,Texas Central
21440,Fried Circuits,Florida
21441,little red pony,Pennsylvania
21442,RoboX,Chesapeake
21443,Lever Up,North Carolina
21444,IOGAOTO (In One Gear and Out the Other),California Southern
21445,Al_Aweal Robotics Team,Libya
21448,Fire Hazard,Texas Central
21449,Nulllinie,Iowa
21452,Aperate,California Northern
21453,Robotics Ribbiters,Michigan
21454,GalaxyBots,California Northern
21455,RoSophia,Romania
21456,Amphibious Army,Michigan
21457,Tennessine Titans (aka Blount Ind Robotics Team),Tennessee
21458,Broken Blueberries,Pennsylvania
21460,Astronomical Blueprint,North Dakota
21461,TriCities Youth Robotics,Tennessee
21462,Data Not Found,Texas North
21463,Delta Robotics,California Northern
21464,Ramaz Rambots,New York City
21465,Nano~Gear,North Carolina
21467,LYBOTICS United Team,Libya
21469,Migrants Robotics Team,Libya
21472,Frankenstein,Australia
21473,LYBOTICS Oya Team,Libya
21474,SynTech,Texas North
21475,The Mechacoders,Minnesota
21476,ViCyber,Romania
21477,KRAK3N,Florida
21478,aROARa,Indiana
21479,RoboDogs,Texas Houston
21480,C3 Loco-Motors,New Jersey
21481,To Be Determined,Alberta
21482,Robo Challengers,Michigan
21483,Piedmont Makers FTC 2022-3,California Northern
21485,ScrapHeads,Missouri
21487,BisonBots,Missouri
21490,The Boltiverse,North Carolina
21491,LMS HackerHawks,Michigan
21494,Solstice Robotics,Chesapeake
21495,Forbidden Waffles,Iowa
21496,Comet Robotics,Chesapeake
21497,Tigers Robotics,Chesapeake
21498,iPrep Pythons,Florida
21499,Terminus,Washington
21501,Ohms,North Carolina
21502,Bionic Bulldogs,North Carolina
21503,Trumbull High School Ace Robotics 72,Connecticut
21504,Ingenium,Texas Central
21505,RaidersBots,New Jersey
21506,The Comets,Washington
21507,CAMS NerdHerd A,California Southern
21508,CAMS NerdHerd B,California Southern
21509,Thaden School,Arkansas
21510,Ducks of the Round Table,Florida
21511,Confusion 360,Australia
21512,Dragon1,Michigan
21514,CDA-FMTX-1845,Texas North
21516,RoboTitans,California Northern
21517,Sloan Canyon Robotics,Nevada
21518,The Atomic Toasters,Michigan
21519,Norwood Robot Ranchers,Colorado
21520,Tech Crafters,Australia
21522,Robo Falcons,Michigan
21523,Team Phoenix,Oklahoma
21524,Dolphins Robotics,Chesapeake
21525,BlockheadsÂ²,California Southern
21527,TechnoSaints C,Florida
21528,TechnoSaints B,Florida
21530,Techalorians,Tennessee
21531,Knights of St Paul,Australia
21532,Senior Creekerbots,Australia
21533,Keller Fusion FTC,Texas North
21534,The Craft and the Curious,California Northern
21535,Royal Ghostbusters,Nevada
21536,Team Stealth,Missouri
21537,Sneaky Suspicion,Michigan
21564,Tech Titans,Michigan
21567,Programming Pythons,Minnesota
21577,Bulldog Robotics,Vermont
21578,Fear the Gear,Wisconsin
21579,Testing is Optional,Arizona
21580,Warwick Wildcats Robotics,New York Excelsior
21581,RISE,Texas West & Panhandle
21582,Coding Hope,Florida
21584,Spare Parts,Florida
21585,Irish Storm,Mississippi
21586,Strafford High School,Missouri
21587,Orca Robotics,Chesapeake
21588,The Garlic Knots,Florida
21590,Cajun Robotics,Louisiana
21592,FAST BUT NOT FURIOUS,Illinois
21593,Higgins Hawks,Alberta
21594,Pearson Odyssey,Alberta
21595,Mandela United Squadron - WD,Alberta
21601,Blue Jaguars,North Carolina
21602,Les Garoux mechanics 1,Louisiana
21603,ThunderBots,British Columbia
21605,Spontaneous Combustion,New York Long Island
21606,Method 2R Madness,Minnesota
21607,KTC Robotics,Texas North
21608,Voltage,Georgia
21609,PDX OPPS,Oregon
21610,Riverhawks,Idaho
21611,General B,California Southern
21615,Rocket Robotics,Michigan
21618,Circuit Breakers 4-H Robotics,Colorado
21619,Alternating Current,Pennsylvania
21620,Direct Current,Pennsylvania
21621,Boys & Girls Club STEM,Nevada
21622,Harrison Middle School,Michigan
21623,Failing Formally,Kentucky
21624,Titans,Indiana
21626,Sparkle Botz,California Northern
21627,NinJava,Iowa
21628,CKSROBOTICS2,Georgia
21629,Central Technical Training Academy,Nevada
21630,Argonauts,New Jersey
21631,Tri-Legends,Minnesota
21632,Galvanized Gryphons,Nevada
21634,Metal Masterminds,Illinois
21635,Zama American Middle High School 02,Military and Diplomatic
21636,Zama American Middle High School 01,Military and Diplomatic
21637,Yokota High School 01,Military and Diplomatic
21638,Yokota High School 02,Military and Diplomatic
21639,EJ King Middle High School,Military and Diplomatic
21640,Ansbach FTC 2023,Germany
21641,Nile C. Kinnick High School,Military and Diplomatic
21646,UK133 Lakenheath HS RoboLancers,Germany
21647,Brussels HS Brigands,Germany
21648,UK 429 - Alconbury HS -,Germany
21651,Thunder Kites,Netherlands
21653,Gifted Center Robotics Team,Libya
21656,Tevel,Israel
21657,Crobits,Australia
21658,Emmauscollege Thunder Wonder,Netherlands
21659,Edafa Robotics Team,Libya
21663,WALL-E,California Northern
21666,HD1_Canis_Hopkins,California Northern
21667,BlÃ¥haj Robotics,Illinois
21668,Kubasaki High School,Military and Diplomatic
21669,Gurkha Geeks,California Northern
21670,Humphreys High School 01,Military and Diplomatic
21672,More Fabricators,Michigan
21673,Cordova Eagles,Tennessee
21674,Galactech,Washington
21676,Traffic Cone Pigeon Girls,Utah
21677,CTEC Capstone 1,Missouri
21678,THUNDER EAGLES,Mexico
21679,CodeVille,Michigan
21680,Friends Select,Pennsylvania
21681,Moonshots,Ohio
21682,Spartans,Missouri
21683,Titan Robotics,Texas North
21684,ChouTime,Oklahoma
21685,LCMS FTC Pirate Robotics Team 3,Texas West & Panhandle
21686,M.C. Perry High School,Military and Diplomatic
21687,Jiqiren#1,Michigan
21689,To Net Zero and Beyond,New Hampshire
21690,Power Up,New York City
21691,Westover School Robotics,Connecticut
21692,Shawnee Mission East Robotics Two,Missouri
21693,Marvels of MCC,Texas Houston
21695,Wiesbaden FTC 2023b,Germany
21697,Ramstein HS 2023a,Germany
21698,Wiesbaden HS 2023,Germany
21699,Stuttgart HS 2023,Germany
21700,Kaiserslautern HS 2023,Germany
21701,Baumholder FTC 2023,Germany
21704,Lobos Negros,Mexico
21707,MinerBots,Nevada
21709,JHCS Mecha Grizzlies - Blue,Utah
21710,JHCS Mecha Grizzlies - Gold,Utah
21711,The McQueens,Texas West & Panhandle
21713,Nova Edge,Texas West & Panhandle
21714,Revolting,Texas West & Panhandle
21718,UngaBungaBongos,Iowa
21719,AFNORTH HS Lions,Germany
21721,RoboClovers JV,Georgia
21722,Macaroni Pastabots,Texas Houston
21724,Pitt Parrots,North Carolina
21726,Laughlin Jr/Sr HS,Nevada
21727,AutoCorns,Pennsylvania
21728,TechniCorns,Pennsylvania
21729,Electric Knights,Texas South
21730,Knight Engineering #2,Texas South
21731,Palisade Purussaurus,Colorado
21732,Cyber Knights,Texas South
21733,Kryptic Knights,Texas South
21734,Bots of FA,North Carolina
21735,Nautilus,Mexico
21736,Neo Robotics,Alberta
21737,BCFR Tech - Einstein Based,Wisconsin
21738,BCFR Tech - De Pere Middle School,Wisconsin
21739,Fiendriods,Oregon
21741,XICALIBOTS,Mexico
21743,AEYL - Mercenary Robotics,Texas North
21745,Robo Lancers,Florida
21746,CADapillars,Iowa
21748,dreaMKEepers,Wisconsin
21749,Innovo,New Mexico
21751,RoboKnights,Indiana
21754,FIRST Quebec 1,Quebec
21756,FIRST Quebec 3,Quebec
21757,FIRST Quebec 4,Quebec
21759,FIRST Quebec 6,Quebec
21760,FIRST Quebec 7,Quebec
21764,New 2nd FTC Tekerz,Washington
21765,Overclocked,Utah
21766,Cyber Waffles (Red),Michigan
21767,Quadra,New Jersey
21768,Smith Street Unit,Australia
21770,HFS,Israel
21771,Paint Can,Florida
21772,Gear Heads,North Dakota
21774,Supernova.exe,Chesapeake
21775,Opal Innovations,Chesapeake
21776,TechnoCali,California Northern
21780,Longhorn Robotics,Texas West & Panhandle
21781,Mecha-lions,California Northern
21782,CATS BOSTON,Massachusetts
21786,Helios,California Southern
21787,ARC - White,Nevada
21788,Beta Rocks,California Southern
21789,Bots of the North,Michigan
21790,PARTY FROGS,Michigan
21791,G-Force,Michigan
21792,CEN-Unified,Texas West & Panhandle
21794,Laughlin Jr/Sr HS 2,Nevada
21796,Segula1,Israel
21797,Hack City,New Mexico
21798,GrizzlyBear1,California Southern
21799,CyberStallionz,Texas West & Panhandle
21802,PrepaTec VOLTEC Robotics,Mexico
21806,Eighty Seven and Running,Missouri
21807,INCINERATORS,New Jersey
21808,MounTECH Lions,California Southern
21810,Collinsville Middle School,Oklahoma
21811,Terra Transport,California Northern
21812,Tachyonics,California Northern
21813,Pro2type,Texas North
21814,Robots on Roids,Chesapeake
21815,RoboWarriors 2,Ohio
21816,Robo Eagles,Texas Central
21818,Durango High School FTC1,Colorado
21819,Durango High School FTC2,Colorado
21821,SciPort Sci-bots,Louisiana
21822,Astro,Texas North
21823,Hillhawk Hot Dogs,Iowa
21824,Quest Gators,Illinois
21825,Tznotic,Texas South
21826,The Herculites,Texas South
21827,Sputnik,Mexico
21828,Voltage Vikings,Chesapeake
21829,Circuit Breakers,North Carolina
