Team Number,Team Name
11147,Barker Purplebacks
14349,Gong Invaders
16188,Ulladulla Smashers
16526,Smiths Hill High School 
21035,United Nations
21768,Smith Street Unit
10015,Hyper Droid
13898,Aberhart Alpha
14022,SCHS Robotic Team - SRT 2
14716,Fox Trackers
14718,Timberbots
16544,Stratobots
16596,CAI - Crazy Artificial Intelligence 
16932,Webber Wildcats
18450,Webber Sparklekittens
20038,Bronco Bots-Team 1
20448,Valley Creek Bluebots
20802,Over Engineered
21594,Pearson Odyssey
22029,ASAP
22212,Aberhart Beta
22391,Bronco Bots-Team 2(girls)
7277,Mandela United Squadron - First Unit
11712,Aberhart Inertia
14021,SCHS Robotic Team - SRT 1
14023,SCHS Robotic Team - Phoenix Fire
14717,Mandela United Squadron - Second Unit
15259,Mandela United Squadron - Third Unit
16595,Strike Bots
16871,Corax Machina
18634,Webber Academy Cosmic Cats
20125,Webber Robocats
20176,Aberhart Allen Keys
20718,Scarlett Robotics
21593,Higgins Hawks
21595,Mandela United Squadron - WD
21832,Crescent Robotics
22188,Bishop O'Beep Boop
22315,Killa-Bytes
16366,TFS Robotic Unicorns
16417,ROC
19446,Team Titans Go
19447,Team Titans 2: Electric Boogaloo
19468,FTC ALPHA DOGS
19521,DOC BOTICS
19836,Hawk
21319,Falcon
21908,Eagle
22151,Northview Robotics
22242,FTC BETA DOGS 
22381,Phoenix Robotics 7614
15947,Tech Tigers
20129,49th Frost
20130,Heart Attack
20139,Voxotomy
20140,AK Innovation
7613,Sinagua Robotics
11365,Ticket To Paradise
11794,Sunrise Koolbotics
14624,Cat-astrophic Byte - Jaguar Robotics
15058,RoboJags
15477,Robo-Assemblers
16817,Rocksisaan Tech
18538,BASIS Java Beans
11980,Team Viper
12767,Catholic Master Builders
12841,Plus +3 Robotics
14855,Shamrocks
18312,Da Geese of Freedom
18445,BinaryBots
19816,IronEagles 
22076,Unknown Robotics
22256,Herobotix C.I.S.
22257,Herobotix Spar-Tech
22258,Herobotix Beanie Bots
3791,Ziptiez
4345,Aragon Robotics
4475,Purple Reign
7593,TigerBots
8375,Vulcan Robotics
8381,M
14969,Vortex
18233,Mercy Mechs
21366,Maringineers
22177,Janky Ducks
3650,Torrey Techies
3848,Shockwave
4216,Rise of Hephaestus
5015,Buffalo Wings
6226,Bambusa
7159,Robo Ravens
7609,Lions
9049,RoboPuffs
14235,Out of Order
14338,"CAOS Robotics (""Chaos"")"
14496,Roboctopi
14535,Alpacas
18263,HIGH VOLTAGE
18568,Minimum Viable Product
22316,RoboGenesis
22321,Holy Calves
21341,Team Fenix
7390,MSET JellyFish
7641,MSET BettaFish
8404,Quixilver 
12492,Blender Bots
12516,Summit Robotics 
13190,Roblivion
16026,Alphabots
19862,Mecha Mantises
20326,RMS Khrysaor
20370,RMS Phoenix
1622,Team Spyder
8380,UC Robotics
12499,Gear Up
14129,Wizalos
14195,Cerulean Centaurs
14968,Matador Mechanics
15171,Scorpio
16687,A/C Units
18236,Robowaves
18365,Dapper RoboNoodles
19793,Uncaught Exception
20167,LCtronics
20355,Keep It Simple 2
20422,Team Spyder Too
21239,All Systems Go
21303,Pandamonium
22650,BishBot
6016,Ironwolves
9164,Zorrobots
9367,Torrey Techies White
9892,EngiNERDs
10092,Green.Griffins;
10793,Voltrons
11285,PATENT PENDING
13084,Robot Raiders
13089,E T Brigade
14140,Crash Test
16192,Prepare to ALT+F4
16884,Mechanical Advantage
19743,Definitely Human
21989,Powertech
22529,RoboGOATs
22567,NPC
22687,TS1
4262,Ridgebots
5131,Pointers
5136,Crusader Creators
8097,Botcats
9261,Level Up
9266,Pyrobots
10809,Crow Force
11128,Inspiration
11212,The Clueless 
12778,Tech Empire
15097,Python
15146,GarageBot
17702,Transcendence
18142,FusionTech
22026,Team Bandits
22105,Runtime Terror
22628,Steele Canyon Robotics
4998,SPQR - Senātus Populusque Rōboticus
6286,Falcon Hi Flyers
6949,Einstein Eagles
8367,ACME Robotics
8625,RHS Robotix
14493,Comet BOTs
16481,Robo Racers
16944,FM493RS
21776,TechnoCali
21964,The Reavers
22025,Team Rrooar 2022
22047,The Tell-Tale Parts
9040,STEAMpunks Alpha
13171,Polyisoprene Mallards
13303,SMES Robotics
14295,Operation T.A.C.
14377,RoboPanthers
15305,Cerritos Dons
18882,Mater Dei Minions
19510,VolTech
19516,The Huskyteers
19812,Quantum Leap
20360,The Sus Bois
21980,Bread Pandas
21982,Inkineers
21990,Roots Robotics
5285,Robo Knights
5325,The Muses
5363,YULA Varsity
9600,YULA Girls
13273,MilkenKnightsMS1
13276,MilkenKnightsMS2
13641,YULA Boys - JV
21507,CAMS NerdHerd E
21508,CAMS NerdHerd F
22117,Mekanica
22471,techATTACK
7854,MidKnight Madness
14473,Future
15385,MidKnight Mayhem
18373,Blizzard Robotics
19505,TerraRise
20366,RMS Werewolves
20367,RMS Cerberus
20368,RMS Thunderbirds
20383,RMS Yetis
20405,RMS Hydra
21534,The Craft and the Curious
21781,Mecha-lions
9944,SATURN #9944
12585,BK Crusaders
16312,Sandman
17986,904 Robo Eagles
20324,Greenwood Mechanical Eagles
19885,Phantom Panthers 
19997,Trouble Bubble
22140,AlphaSteel
22604,Lazer Point
17005,SAE Dragonbots
16585,CSP AstroBots
22327,CSP Ecliptic
22328,CSP Space Devils
20076,Le Jardin Academy
22748,WHS
13532,EagleBots
20097,Robo Raptors
21823,Hillhawk Hot Dogs
22380,Screwups 
22479,Royal Robots
5094,Still Under Development
5445,Scramblers
6252,The Wacky Waving Inflatable Arm Flailing Tube Men and Women
7880,The Carnivorous Rabbits
11834,Norse Coders
15201,Palladium Pandas
19715,DNH Robotics
22046,DNH Robotics Beta
9215,Team Talos
12168,Plainsmen Robotics
4175,MechaMETROzilla
5913,Drop It Like It's Bot
7110,The Element of Surprise
8732,Thunderbotz
9988,Taft Robotics
11418,Clipper RoBoats
20307,Clipper Krakens
10602,Prolific
6093,Deviation From The Norm
4177,Finger Tightans
6072,Wildbot Robotics
5187,Transistor Titans
6206,Ohms Olympians
7129,Robo Raiders
8620,Wormgear Warriors
10254,MCHS RoboLions
11752,Orphan Bots
13365,Gearheads
15410,Welded Warriors
16751,Polytechnic Puzzle Pieces (P3)
18093,SWAT 2.0
19938,Knights of the Ping Pong Table
3640,The BoilerBots
6596,Robotic Rams
9189,All Charged Up
10101,Binary Bullets
11177,Gear Grinders
13594,Sherrard TiGEARS
15356,BEASTBOTZ
15387,Moline Robo Squad
21930,Code Cowboys
7627,Breaking Bot 7627
7715,Robotic Lions
8698,Guilford RoboVikings
10505,Minivation
16038,Keith Country Day School Cougars
17301,Royal Rumble
20196,Royal Robots
3507,Robotheosis
4965,Animatores Romani
7006,RoboTitans
9410,Frank's Garage
13699,RoboGrizzlies
17403,LP Roarbotics
17567,The Brogrammers
20296,Powerpuff Robots
21833,Flaming Turtles
21862,Chicago Squires
21866,LEO
22213,I'm BOTman
22267,Bogan
22272,Morgan Park
22542,Leopard Bots
6547,Cobalt Colts
7095,S.T.O.R.M.
10173,Ravonics Gemini
11908,GEAR
14213,Nighthawks
14959,Steel Wolves
14995,The Legion
17210,Bionic Huskies
18415,The Hoplites
21536,Team Stealth
3409,Astromechs
5227,Galactech
9960,N.E.R.D.S
11102,Team M.O.R.E. (Marshall Owls Robotics & Engineering)
13399,Belton Cyber Pirates
13737,Belton Cyber Pirates
15504,Black Drifters 1
18775,St. Joe Circuit Breakers
19815,The Law
21858,Red Shift Rovers
5976,Brandon Tech
8133,"Laker Robotics, Bionic Sailors Team 8133"
11181,Robo-Raptors
12740,Robo Next-Gen 12740
13002,Screaming Eagles
13733,Electric Bacon
19787,Rollin' Rebels 19787
22303,Avondale Marmots
22307,Avondale Okapis
7031,Battle Blazers
8533,CSA MS Miners
11244,ELITE FROGS
15229,Team KUDOS
15447,Scranton TechnoPups Orange
16668,4-Gear Clovers
16714,Dread Bolts
17064,PICkle Robotics
17104,Scranton TechnoPups Black
21453,Robotics Ribbiters
22420,Scranton TechnoPups Gray
6294,Atomic Toads
11129,Novi Robotitans
11276,Techno Toads
12352,All Saints Blue Thunder Robotics 
14005,Robo-Eagles
14010,Techno Phoenix 
14815,HackBytes
15834,Garvey Academy
20415,OLS Gigabytes
21790,PARTY FROGS
21998,BotBuilders
5237,Loose Screws
7085,F.L.A.G. Fight Like a Girl
7215,Turning Gears
8579,Classical Engineers
8777,The Goonies
10262,Pioneer Red Panthers
10540,Gear Grinders Junior
12890,Emerson  E.A.G.L.E.S.
13550,Code Red Robotics - M.E.D.I.C.S.
13647,Code Red Robotics - M.E.D.I.C.S.
13781,Bear Bytes
14711,WARHBOTS
16671,Northville Broncobots
17224,Grizzly STARS
20294,Bionic Bulldogs
21340,Crimson Claws
21363,TorqueNados JV
21679,CodeVille
22288,Gear Grinders Junior 2.0
5290,Steel Eagles
5641,Red Devil Robotics 
8529,Team R.O.B.O.T.I.C.S.
8733,RoboVikings
8932,NBC Robocats
10255,RoboDux
10818,Hardwired Robotics
11266,River Rat Robotics
11531,Techno Trojans - Green
11616,Wire-Catz
14933,Rogue Rat Robotics
15339,Team R.O.B.O.T.I.C.S.
18092,Techno Trojans - Blue
20245,Ultraviolet
20299,Thunderstruck Robotics
20862,Eagle Robotics G.I.R.L.S.
20863,BIG Eagle Robotics
4509,Excalibots
7231,The Purple Circuits
7897,Squires of the Circular Countertop
9415,Wrench Dressing
10273,The Cat in The Hat Comes Back
11175,Providence Academy Lions
11206,Devildogs
13603,Hackercats
14434,Error404
15369,Robo Pilots
16806,MilliSecondBots
16842,Caledonia Tech Warriors
16849,Iron Calico
17287,My Favorite Team
20032,Cyber Machina
21305,Rogue Cats
21917,Da Ducks
22193,MICRO B0WS
22292,RoboMania
22376,Unorganized NPCs
2887,Bucket Brigade
3763,Piece of Cake
3764,Since Sliced Bread
7896,Royal Screw-Ups
7899,The Sentinels
7900,Black Knights
8034,Easy as Pi
8101,Metalmorphosis
8636,FIRE
8637,Glitchy Bears
12761,Clankers
13247,RPM Robotics
14779,Spontaneous Construction
15425,Pearls of the Golden Pirates
16847,R0b0ts
19566,Coding the Cosmics
19594,Marooned Golden Pirates
19595,Skeleton Crew of the Golden Pirates
19865,Robo Dragons
21845,PicklersBot
22130,Shark Bytes of the Golden Pirates
22351,Flaming Penguins
22352,Razor Gears
22353,Mecanum Madness
9027,Synergistic Effect
11539,Team Voltage
14186,P3
2866,"Territory of Static, Pattonville High School"
2867,"Degrees of Freedom, Pattonville High School"
10868,Roboteers Cadets
11514,Nexus
12565,Medusa Serpentine Robotics
14690,Tech Titans
16939,Robo-Bulldogs
21225,Shear Force
6556,Tempest
6831,Robo Bearcats
12272,Team Lightning
13054,Mechanical MasterMinds
17341,Team Thunder
21585,Irish Storm
755,Delbotics
6069,Pingry Robotics
11304,Ridge Robotics
14544,Pingry Big Blue Robotics
21767,Quadra
12417,Highland Park Owls
17746,Hanover Park Online Computers
8902,Cosmic Goose
10243,Ramsey Ramblers
9507,Rubber Ducks Reedbotics
11183,32 Bit McQueen HS
21217,The Phoenixes
3050,G-Bots
15889,RoboDawgs
17280,Legacy Robotics - Stronghorns
17482,9th Island HIGHROLLERS
18682,Cyber Nights
20253,Robotic Tigers
4969,Robot-X
6085,Electro/Mechanically Controlled Chaos
12768,INNOV-8
16414,Hot Cup of Java
20104,(INSERT_NAME_HERE)
6042,Commandobots 
14177,Staticats
18575,MPS Buffs
18577,Pro Buffs1
19588,Starbots
19590,CyberNauts 
19901,Oktaha Tiger Tech Robotics
20374,Power Buff Girls1
21684,ChouTime
5553,RoboComets
8638,tadpole
9838,elopdat
11354,The Midnight Ostrich Runners
14134,N.E.W.T.
14671,inside joke
15657,The Millwood Machine
16505,Quantum 
18410,Lego Queens of Girl Scout Troop 2612
18511,Pryor Tigers
21523,Team Phoenix 
21810,Collinsville Middle School
22561,Rana
5627,Robotics Quasar Alliance
6727,Aluminumati
22558,Bobcats
22488,Pilot Rock
149,Hawks
252,Electric Quahogs
636,Occam's Razor Clams
701,The GONKa Trucks
3032,Hyperion
6527,The Indecision Matrices
8413,The Bucket Bots
9219,If It Ain't Broke
10847,Robo Eagles
13540,Rhodeberto
15374,Rench Raiders
15747,"""El Robo"""
15982,Where's Allen's Wrench?
17847,The Velocity Raptors
18209,Full Stop
22671,Ellipsis
8291,Bulldog Robotics
11978,Ca1cu1at3d Chaos
18310,Smith Squad
18327,Wheat Squad
20313,Mustang Robotics
20398,Wheat Squad 2
8130,Vikings
14694,RoboGuard
15877,Callisburg  Robocats
16407,R.A.M Robotics (FTC)
16756,Raider Prime
19564,The Marvels of MAS
21327,Java Nauts
21474,SynTech
21834,EPIC Adventurer
22038,CaptainTech
22287,Data Rejected
22673,Error 422
22674,Metal Manipulators
4848,Chaos
4849,Sabotage
6892,The Waterboys
8284,Soap Dispenser
12313,Hotdawgs
15359,Rage Against the Machine
20776,South Haulers
22087,Bad 2 the Bone
22513,South Side Robotics
22514,U S Thunder Cats
12167,Husky Robotics
19567,Tier1
20336,Beep Beep Bunch
21870,Pro Pythons
21932,Forged In Iron
21965,Mainframe
22201,TechieTurtles22
22332,Trojan Robotics
12209,Blue Steel
12218,Horsepower
16163,Pioneers 1
17426,Rustangs
19572,BiFrost Bots
19891,Pioneer 2
21436,Pioneers3
21479,RoboDogs
21693,Marvels of MCC
4707,Midway Predators
4812,ROBUFFS Rangers 4812
5683,Midway Robotics
8203,Lil' Gibbies
9377,ROBUFFS Yellow Submarine 9377
12597,RAGNAROK ROBOTICS
12973,Reicher Robotics
13053,BERSERK ROBOTICS
13466,Gwama Robotics
21375,YGGDRASIL ROBOTICS
5784,Mechanical Drop Bears
11145,Barker Greenbacks
11148,Barker Greybacks
11258,Barker Yellowbacks
12554,Double Shot Espresso
14339,Sydney Girls
15144,ARTEMIS
18306,STEM Cells
18359,Robo Ducks
18360,Definitely NOT the Geese
18362,Shark Sub
18363,Pandora’s Box
19218,WeLoveSTEM
19296,3MB
19341,Crobotics
19457,Crowbotics2
19584,Devil Robotics
21472,Frankenstein 
21520,Tech Crafters
21657,Crobits
15210,RoboRoos
15215,MURRAY BRIDGE BUNYIPS
15216,Banksia Bots
18003,Paladins of St Paul
18611,Blacks Bots
19377,JOEY RoboRoos
21531,Knights of St Paul
22116,POP UPS
22407,MURRAY BRIDGE MULYAWONK
16494,Raiders - Red
20251,Raiders - Black
20693,Raiders - White
16031,PARABELLUM
16205,Lightning Bots
16448,A.I.M. Bot Robotics
18799,Clean-Up Crew Robotics
19995,Eclipse
20266,Prince of Wales Engineering and Robotics 
22111,Matheson Mecha Mustangs
22648,Robotic Raiders
3491,FIX IT
13459,M.A.R.G.
16195,Guild of Builders
16353,Reynolds Reybots
17453,Dudley's Troopers
18840,Reynolds Roborunners
20025,Esquimalt Atom Smashers
21603,ThunderBots
22263,More Thunderbots
22557,Mount Douglas Robotics Team
14316,MDR Entradox
15479,KP Timberwolves
15639,MDR Cheeze Blox
16267,Forces Unknown
16503,MDR QED Robotics
16504,MDR Dynaco
18589,St. Pat's Celtic Silverfish
19443,MDR Valkyrie
19461,MDR Epsilon
20174,MDR Maximum Entropy
16488,Rams Robotics
18158,The Futuristics
18433,MakeShift Tech
19472,Gryphon Green
19474,Gryphon Gold
19490,SMT Titans - The 'Tita'BOTS
19491,Masked Gator
19530,The Thunderbirds
19531,Radiant Robotics
22034,Packbot
22035,Tundra
22075,R.G.B.
22101,Lambs Robotics
22732,EdBears 
10918,SPACE
12475,Beyond Reach
12819,Queen Bee
16382,Casimir Tech
16383,Frits Philips Robotics team
16402,Panic Attack
16441,Pretty Smart Robotics
16850,Breul-1
17259,RoboVLC
19444,Lorentz Engineering
20738,secbirdmachine 2
21218,SintLucas
21349,Screw Looose Scientists
22042,Lituanica X
22729,Zappp!
6458,Burgbots
10110,Pixel Knights
13352,Rosie's Riveters 
8421,Tigers
19747,DYNABYTES
21505,RaidersBots
21807,INCINERATORS
6101,Energized Hazard
6102,E=MK2
17496,The Knight Shift
17497,Knight Riders
3944,Team Mercury
5387,TecHounds
9848,GearView
12365,MATES Robotics
12441,C.V.T.D.
15458,Green Machine
20204,Charging Pioneers
20205,Chaotic Pioneers
6037,W.A.G.S. (We Are Girl Scouts) Robotics
9533,Bravenators
16413,Lo-Ellen EDIT (RED)
16415,Lo-Ellen EDIT (CRIMSON)
18960,Lo-Ellen EDIT (BLUE)
19486,RoboHawks
19552,FIRST Canada 52 - Wiikwemkong
19555,FIRST Canada 51 - Wikwemikong
19721,Pigeons
20105,Lo-Ellen EDIT (GREY)
22260,FrostByte
22298,Lo-Ellen EDIT (YELLOW)
22309,Lo-Ellen EDIT (PURPLE)
22310,Lo-Ellen EDIT (WHITE)
22775,Lively RoboHawks Junior
22845,Wiikwemkoong 3
19473,Royal Thunder Robotics
19520,Amazon Warriors Too
3954,Pink to the Future
16977,Roboni Forever
17258,The Scrapyard-Warriors
17652,Delta
18425,Ubbo Tech Team
18710,Stanislas Tech Academy
18859,Stanislas Tech Team
20091,Blood Sweat and Gears
20361,RoboRev
21658,Emmauscollege Thunder Wonder
21904,HighLand
21983,The RoboRats
22020,Gymnasium Haganum
22224,Rookies
22227,Cyber Bears
11542,HCMS STEM Club
14491,Nerdettes FTC
17423,FTC Gigawatts
21394,DAR HIgh School Robotics
8499,Robo Hawks
9743,Stinger Robotics
12241,Panther Robotics
13910,Voltage
13968,Herberger Howlers
14436,Roaring Robotics
15186,Falcon Robotics
17062,Girls in Tech / Girl Scout - Techalongs
17460,Technical Terrors
18291,Mech Warriors
19728,Carbo-Knights
20098,Knight Tech Robotics 2
21329,Squires of the Lab Table
22081,Knight Tech Robotics 3
22295,Power Outage
22821,BlackHawks
12861,RoboHeroes
11546,BWS Dreamcast
16287,Vistamar 16287
11385,ChidoriBots
11386,Anon0mous
22535,Generation BOT
15303,Space Rocks
3470,The Patriots
4950,Traffic Cones
6038,Tino Koalas
7128,TINO PIOBOTS
7303,RoboAvatars
7610,Cone-querors
16533,Infernobots
17390,TechnoG.O.A.Ts
18715,Artemis
19655,Cognition
20424,Zenith
20720,CyberTech
21376,BOOM SHAKA LAKA
21925,Quantum Labs
21926,Marie Curie
22668,La Technic Mazapanes
5828,E.M.P. Chaos
7835,VEXX
22343,MONSTERA
13281,MilkenKnightsHS
19024,PMA Warriors Robotics
22445,ECA #20449
7316,Iron Panthers
8872,Robopocalypse
9614,Hyperion
9656,Omega
9657,Athena Robotics
11039,Innov8rz
11099,Tacobots
11201,Piedmont Pioneers
13223,Erudite
14162,Bots&Bytes
16236,Juice
16306,Incognito
16532,Sparkbots
17759,Mind
18340,Polaris Robotics
18504,MAGIC BOTS
19631,OrEoBoTs
19819,AstroBruins
19882,Nuts and Volts
20163,Metal Maniacs
20373,RMS Chimera
21811,Terra Transport
9013,Matrix
17197,High Rollers
18747,Instrumentality
20013,Big Schmoney
20014,THE VOID
20016,R.A.V.E.
20574,Potential Energy
21771,Paint Can
22021,Gators FTC
15776,Mech Eagles
22102,Team OTTO FTC
17333,MAMS Brave Bots
21608,Voltage
6546,RoboCats
8801,Sioux Center
6147,Newbotics
8930,Tech-Nical Difficulties
22268,Brooks
3537,The MechaHamsters
6190,Red Alert: CyberStorm
8149,Red Alert: Panic in the Build Room
8435,KnightBots
8578,Juden-Ki Robotics
8791,Green Machine
8793,Wired Woodmen
10293,Steel Wings
10455,Optimum Blue
11959,Kernel Panic
13246,Steel Beaks
13295,Red Alert: Disaster Management
14954,The Glorious Roborioles
15455,The Classy Roborioles
19854,Monkey Wrench
21478,aROARa
21751,RoboKnights
21894,Digital Divas
21945,The Majestic Roborioles
22049,the Owls
22066,Infra-Red
22067,Red Rollers
22068,Short Circuit
11130,Kokomo RoboKats
11992,Radioactivity
14596,XLR8
16501,Squirrel!
18174,MISHines
20430,Heroes
22331,random()
535,TOBOR
4366,Westside Gold
6518,Westside Black
8272,CC Sparks
10621,North Robotics
11272,Genesis 
12231,WarriorTech
13414,Circuit Breakers
17012,Precision Guessworks
18638,Giant Wacky Waving Inflatable Arm Flailing Tube Man
19932,Westside Red
20689,Battle Ground Robotics
21931,Westside Gray
22444,Revelation
5300,The Dirty Dozen
5543,Team X
18686,Hog Riders
7193,South Spencer High School
8971,Diamond Blades
9864,Jug Rox Robotix
11262,Mechanical Katanas
18505,Something to do with Waffles
19366,CTF
13882,Bryant Eagles A
14158,"Wilson ""Ultimate Warriors"""
16607,Midnight Creators
17415,G-B.O.A.T.
17462,Bryant Eagles B
19692,Ctrl Alt Del
19923,Thunderbirds
22024,Based Bots
22537,360 Robot Lab
5411,"G3 Geeks, Gears, and Gadgets Green"
8621,"G3: Geeks, Gears & Gadgets Blue"
10474,Artificial Intellegence
11861,Yooper Troopers
11940,Cyber Coyotes
14040,Concord Academy Petoskey Bot O' CAPs
15814,Metal Makers
17401,Junk Yard Dogs
19436,Mancelona Ironbots
20159,All Saints Angels
22091,Crypto Coyotes
22364,Ironbits+
12085,Royal Oak Robotics Fighting Bulldogs
12111,Royal Oak Robotics Fighting Bulldogs
12181,Royal Oak Robotics Fighting Bulldogs
16935,The Big Brains
16936,The Whistling Walruses
17066,Cirtronic
17349,Royal Oak Robotics Fighting Bulldogs
17533,Anderson Vikings
18969,Avondale Flamingos
21855,Robo-Warriors M2
21857,Robo-Warriors M1
22302,Avondale Lemurs
22738,Alpha Tech
10280,TechnoLions
12326,WIMA MechaniCats
13998,GFU-PantherBots
13999,P3A Robotechs
14000,Dixon... The REBOOT
14001,Tech Tigers FTC
14007,Rockin Robo Kidz
14009,AWESOMYSTICS
14759,BOTcat Brainiacs 
15835,Bates Academy Astrobots
16297,Dragon Tech
17290, Hamilton RoboSoul Robotics
17775,Surge SW
17776,Breakers West
18472,RoboKnights
20852,BOTcat Bosses 
20853,Holmes Comp Team 1
20854,Holmes Comp Team 2
21427,Techno Wizards
21791,G-Force
6699,Tempest
9964,Duluth Krakens
10238,TigerBots
10430,D.U.C. (Ducks Under Construction)
11608,Crimson Robotics Armored Penguins
11609,Crimson Robotics Band-Aid 
12886,The LaGrange Points
14091,Roseville Raiders Robotics
17221,High Voltage
17238,Sam's Disciples
17245,Row Bots
18082,Maniac Mechanics
20037,Standard Deviation
21625,The Bluejackets!
22072,Capybotas
22239,W.I.R.
22617,The Crafty Crew
10470,Fatalis
10617,On A Roll
11612,Crimson Robotics Colossal Concave 
11613,Crimson Robotics Ducks
13226,Going Like Hotcakes
14556,Tactical Tech Tomato Turtles
17127,Electrobotics
18487,TaCodeCats
18535,Fellowship of the Spring
18621,PioNerds White
20107,Incoherent 
21475,The Mechacoders
21567,Programming Pythons
21631,Tri-Legends
21907,The Rottwheelers
21986,Midnight Snackers
5095,The LEPTONS
5155,Ramifications
5248,The FERMIONS
9905,Rampire
12427,Bot of Steel
14867,Cougar Bots
18118,Mindstorm Troopers
19448,X BOTS
19838,Brute Force
2408,Shrapnel Sergeants
14963,Automated Chivalry
16708,Redneck Engineering
18600,Lord Xenu's Fan Club
19951,Слава Україні
21984,Robaddies
22005,Caution: Flammable
7532,The Core in Blue
9849,The Small Fries
12381,Tiger_STEAM Black
13435,Tiger_STEAM Gold
16309,Stealth Panther Robotics FTC 
18463,Team Rocinante
18464,Team Serenity
21485,ScrapHeads
21487,BisonBots
22093,BisonBots-Green
6285,Statesbots - Black
8905,Statesbots- Orange
9792,GSA RoboNerds
11684,GSA Cardinals
8461,Elementary  My Dear Botson
8856,Springfield Robotics 
10123,"Springfield Robotics ""The Riveters"""
11659,Wheaton Robodogs
13092,Central Processing Units
13337,ROBOZARK
16180,Springfield Robotics 
16207,Neosho Gearcats
17206,BuzzbotFTC1
20323,Sigma
22090,Neosho High School Robotics club
3505,Cadet Bot Crew
3591,The QUARKS
3592,The MESONS
3658,The BOSONS
5119,The BARYONS
5439,The GLUONS
6387,Brobots
10106,CBC Robotics
10265,Force Green
10588,The LUXONS
16498,Plus Gang
3665,Leopold GearHeads
4193,Those Guys
4194,Silent Reign
7139,KHS Robotics
9579,Poplar Bluff Iron Mules
17214,Cape Central Tiger Bytes
20378,Perryville Pirates
5422,Quioxte
14919,Circuit Breakers
16225,The Button Bucks
19996,Viking Robotics
20181,Shawnee Mission East Robotics
20391,Tungsten Tigers
21677,CTEC Cerberus
21692,Shawnee Mission East Robotics Two
22325,SEK Robotics
6273,Technocats
6704,Bot Shop
8651,Wait For It...
10191,Trial and Error Robotics
12390,The Robotic Raiders
14627,Spare Parts
14800,Cyberdine
4273,Aluminati
8717,T Falls Robotics
12793,FB3
22520,Prairie Boys Robotics
22737,Libby Loggers
22811,Panther's Robotics Team (PRT)
4936,Sparks
11166,Big Red Robotics
14237,CHS Pyrotechnics
16740,Paul VI Robotics
17186,Falcons
17653,Lion's Pride
20244,Liberty Lions
20719,Paul VI Robotics II
12968,Bard RoboRaptors
7813,Alpha Hawks
10348,Gear Masters
12275,High Country Robotics
12887,Devolt Phobos
15909,Devolt Deimos
18341,MechRams
19010,A.S.T.R.O. Scorpions
20334,Geared Up!
21797,Hack City
22743,ENIGMA Too
3006,TeraBots
3371,Bötley Crüe
4780,Robolution
4785,Anonymous Autonomous
4995,Titanium Tigers
5361,Lionotics
8087,Seahorse Stallions
8088,Team Cephalopods
8721,Mighty Mechanics
9137,BECA Hexabots
9294,Big Bots Corp.
9295,Heroines
9384,Hydraulic Hydras
9385,Team Leviathan 
10392,The Rolling Drones
10393,Pink Droyd
12422,Byting Bulldogs
13475,Lionotics 2
14639,Double X (B3VR)
14803,uKnighted
22186,Ticking Time Bots
22519,Riptide Riders
479,Stuy Fusion
3922,Modibot
4781,MechaKnights
4782,The Super Troublemakers
4783,Dynamic
4784,Tetricons
10639,ArgoKnights
11997,Heights Techies
13029,RoboSabers
14712,Ruckus Robotics
14734,Envirobots
17253,Ulterior Motive
20701,Team Lovelace
20712,Kenny Donuts
22204,GT1 - Prime Aqua Bots
22206,GT3 - The Jokers
22208,GT5 - The Knights
22209,GT6 - Gotham Gargoyles
22211,GT8 - Dark Knights
22358,Big Data
22359,Overclock
22360,CS J REAPERs
22433,GT9 - Sewer Rats 
22434,GT 10 - The Gotham Ducks
22437,GT12 - Demon Dogs
10368,The Level Ups
327,The Lobotomists
772,Golden Govies
11444,Garnet Squadron
15773,Robodogs
18308, Team RocketForge
21384,SDS Griffins
22534,Area 52.1
11454,Penguineers
11841,STEAM Punks
12517,Robo-Zombies
14914,Phoenix Phorge
8514,BA GREEN: Robotonics
10526,BA BLACK: µicroBotixs
12339,CSP
15622,Mustang Mechanisms
17511,Irons Team 2
17512,Irons Team 1
21985,Throckmorton Greyhounds
19733,Frenship Middle School 1
19734,Frenship Middle School 2
20232,Spicy 27
21997,RoboDragons Sabotage
22182,Da Vinci Dragons Lightning
7064,R-Cubed
7,Tactical Sheep
5233,Vector
6010,Thunder Stone
6417,Blu Cru
7988,Brogrammers
10442,Metro Mechanics
11695,DeJava
12096,Absolute Zero
12518,Almond Robotics
14169,BC4H  Partytime ^s
15304,CircuiTree
15360,Paradigm Break
16502,S.W.A.T.
16943,Zapdos
19890,Distractors.exe
19994,Andromeda 
22006,AstroNoughts
22255,Labradabradors
2818,G-FORCE
4924,Red Beard Pandas
8094,Robotic Rampage
10358,Squatch Watch
12655,North Cross Raider Robotics
14597,PC Rocket Robotics
16774,Raider Robotics
17548,Bland Sci-Tec1
20241,Roaring Robotics
20447,Turing Squad
20675,Christiansburg Trident Bots
20714,FloCo BuffBots1 
20721,FloCo BuffBots2
20788,Sasquatch RPM
21358,MagnaFlux Robotics
22682,Da Bananas
293,Medium Builders
389,The Swarm
965,The League of Incompetent Gentlemen
3749,while(e()) {coyotes()}
7039,Lord of the Bricks
7278,LibraryBots
7953,Vertigo
8535,Techno Tardigrades
9064,Firefly
11112,RoboLords
12838,Lancaster Kinetic Storm
