Team Number,Team Name
15626,A Perplexing Solution
16021,Techno Maniacs 
16921,MS Wildcats Apollo
17142,St Bernard's
19397,Soli Deo Gloria
20748,Nobles
21236,Gator Growbotics
21332,Cardinal Coders
21968,The Marvels of Worcester
22070,PARC Acadia
22618,MS Robotics Artemis
5709,Gators
6390,Falcons
8194,Digi-Gators
8479,RoboCavs Gold
9338,Lightning Coalition Robotics
10001,RoboCavs Silver
10719,Termigators
11500,St. Mark Robotics
11525,Minerva's Mechanics
13463,Wildecats
14253,Magic School Bots
16270,Gaelstrom
18052,Perryville Robotics Gonkies
19069,Ryken Robotics
20123,Cryptic
20127,Apollo's Architects
20257,The Team That Shall Not Be Named
20343,R.I.P. (Robot in Pieces)
21814,Robots on Roids
21975,Energetic Engineers
4991,Gear Freaks
8395,The A-Team
9530,Honey Nut Gearios
10452,SX Gearheads
12118,The ACES
12134,Southern High Rams
14971,Rock 'em Sock 'em Robots
20828,ReFresh
20829,Quick Silvers
20830,Mighty Ducks
20831,Spaghettios
21806,Eighty Seven and Running
22426,Gigabiters
12733,Pirates of the Neuse (formerly NUSA)
16072,Quantum Quacks
16250,Currently Unnamed
19768,Overclocked
19971,The Icosahedrons
20056,Syntax Terror
21360,ThunderBolts
21869,Mecha Masters
21910,Marvels of MAS-AIC
22830,Coyotebots
3916,Apex Robotics
5270,Q
7083,TundraBots
9076,Sketchy Engineering
9581,Automated Admiralty
12010,ChargerBots
12828,Critical Overload
13735,∏∆S (PiRates)
15680,Techno Tigers
16447,Mechanical Maniacs
21724,Pitt Parrots
21734,Till the Wheels Fall Off
22733,Ghost
9473,Crocobots
9505,The Bot Patrol
10798,Hazen Bison
13178,Roncalli Robo-Cavs
15672,Code Splicers
21883,Magic Thunder 1 FTC
7135,Hornets
8888,Infinity Factor
11536,Derryfield Fighting Cougars
12622,Red Spark Alpha
12758,Derryfield Binary Bots
14590,Prometheus
15343,Blue VIII
15534,VERTEX
17455,The ... Cephalo-Bots?
17630,Hot Wings
19695,Flying Screwdrivers
20910,Hornets 2
21689,A.J.A.Y Robotics 
22345,SURFACE
22346,EDGE
22879,Red Spark Beta
22880,Hornets 3
22810,Pequaautobots
4328,C'est la vie
18419,Comstock Coders
20681,Giga Bite
20948,Hug HS
21621,Zoomies
21897,Oasis Academy
22774,URSA Major
16118,52! McQueen HS
22832,Tech Nation: Boys & Girls Club of Reno
11665,Iron Falcons
18850,Kill Switch
14532,Splitting Atoms
4809,Botman
7230,SAS Atoms
13357,IR Lightning
13364,Linear Lions
13371,Sendy Sandstoners
13510,MUCCBots!
14054,IR Thunder
14669,Vortex
16096,Raider Bots
18516,Ragin' Rumble Ponies 
21302,HCS Robotics (CLEOB@ya)
22240,Rough Estimate 
22612,New Wave
17025,Iron Talons           17025
22804,Lions
6378,JayBots
9791,Divide by Zero
10333,TechSpark
10353,Metal Works
10771,Le Pamplemousse
11319,Explorer Robotics
14464,BotBusters
21437,Terminal Velocity
4185,Silver Soldiers
7416,Silver Spartans
7786,MT Blue Streaks
11830,RarBots
12792,Sharon High Robotics Team
14382,CC4H Robotics - Flex Force 1
14842,SPYGEARS
16269,Guthrie Geeks
16354,Phobos Ares Robotics Team
16466,Technological Intelligence
17596,Maneframe
18035,Reconnecting...
19844,ElectroCorns
20152,Battle Bots
20201,Centre county 4H Robotics- The Mighty Ducks
21458,Broken Blueberries
21727,AutoCorns
21728,TechniCorns
21916,Hive Voltage
21928,TeleCorns
22311,CC4H Robotics - Robocougars
7093,RaiderBots
8129,Sons of Liberty
9128,Mounties
10773,Chariho Chargers
20763,Iron Lions
20772,Patriots 3901
22141,Seal Team Seven
22142,Echo X
673,Subatomic Tomahawks
753,The GreenVillains
10021,The Red Legion
13661,Cygons (Cyborg Dragons)
22851,FC^2 Robotics
20762,Heathwood Hall Robotics
13196,BA Robotics
15296,Mighty Trojans
18069,Java Dragons
9912,LadyBots
10391,Lynx Robotics
11161,Tennessee Robotics Club
12611,TechNova
14291,Small Town Robotics
16811,MAGNETUDE BLACK
16885,Whites Creek
17108,MAGNETUDE GOLD
10055,Momentum
10354,Mustangs 1.0
11947,Stafford Middle School Spartan Robotics
12456,Big Red
13822,RoboVikings
14503,Robo Sapiens
16685,Logos Lions The Mane Show
19947,Nano Trojans
20249,Stafford STEM Academy
20394,Mustangs2.0
21386,ROBO RAIDERS
22045,Power Breakers
22236,Mustangs 3.0
22717,Robotic Radicals
22895,RoboLions
18238,Frankford FTC Bots
17640,Odd Squad
21825,Tznotic
22501,Weslaco Panther Robotics
17150,Trojans
20369,EMCTEAMTECH
3804,Team Snuffleupagus
16439,AlphaGo
21774,Supernova.exe
21886,Lithium
22685,chosenconquerors
22742,HCLS ROBOTICS CLUB
4116,Volta Robotics
4267,RoboChix
6914,Charging Chaos
8823,Mariner Mayhem
9224,Techno G.O.A.T.S.
10824,Tesla Trojans
15266,Kohler Robotics
15382,I'm Not A Robot
16956,The TechCrew
17223,Oxidizers
18339,Super Servos
18740,The Ghost Monkeys
19367,Greendale Robotics:  ALIEN
20058,Upskill
20256,Greendale Robotics:  Storm
21355,Turtle TEK
21923,Greendale Robotics:  Neptune
22355,The Metal Manipulators
18444,STS Robotics 18444
20168,STS Robotics 20168
15013,Friction
22817,Killarney Robotics Team 2
22829,INERTIA
16423,Storm
19485,OAKBOTICS FTC 19485
19534,Chewy Steaks
22544,The Underdogs 
22545,Eagle Fang 
22546,Bagel Burger 
22710,Bayview Robotics
17070,EVOLUTION
18013,Cuivre & Or
18017,Pionniers
20084,The Concept
20117,Astro bots
20183,Infinity
20267,Gravity
20268,Actinium 450 team 1
20269,Maestro
20270,Technomatrix
20271,Fenix
20272,Express-O
20273,TechnoDynamo
20274,Spartiates
20276,Mecha-logical
20277,Tornades Chasers
20278,Neurobots du Collège de l'Assomption 
20279,Les Dragons
20280,Scarabot
20281,les LOUPS
20761,Evolution 2
21397,Sonic Rover
21421,Eternity
21422,Qwerty dynasty
21423,Waves
21754,Ookpik
21756,Cappuccin-O
21757,PolyBot
21759,Stamina
21760,Tech Master
22319,Scarabetter
22354,Technomaniacs
22611,Actinium 450 team 2
22812,MaestroTech
22838,Alpha Lab
11226,Black Thunder
11567,Supernova
12016,Mish Mash
12363,OrangeFox
12817,Everest
12989,Super Cow
13146,Makers Assemble
14028,Orbit 10
14029,Orbit Vikings
14872,Orbit 9
15298,RoboTen
15637,Fata Morgana
15811,boosteam
17019,BlackBeard in memory of Noa Hayat
17056,Mechanic Makers
17106,PlanTech
17182,Red Mask
19000,Everglow
19967,AIS Talons
20669,Build for Change
21656,Fireflies
21770,HFS
21796,ECLIPSE
21850,ATRobotics
21957,Goblin Mode
22144,Deagles
22646,Mitspe Yam/מצפה ים
9662,Apollo
11192,Black Tigers
11443,ATOMIX 11443 
11635,Quack Attack
11803,PHOENIX
11808,Connection
12201,TATOOINE
12797,MEGIDDO LIONS
13452,BTJ
14869,Bomba
15141,AM.I.T ASHDOD
16473,SciFighters
18735,RinGoStar
18833,Megiddo Lions
19766,Velocity
22764,BAGHEERA
22947,Hydra
16388,PrepaTec - Megabyte
16818,Hype-Birds
20746,Humanitree School
21704,Lobos Negros
21735,Nautilus
21827,Sputnik
21837,DonkPink II
22322,BearsRobotics
22372,PrepaTec - Resistors
22413,Tecmilenio Robotics
22458,BEAVERS
22815,Taman Keet
22842,Hype-Xolotls
18700,Iactate Altius
21651,Thunder Kites
7716,Knight Tech Robotics
20775,Pinnacle Robotics
5661,Wolves Robotics 1
7156,Wolves Robotics 2
12604,Tiger Blue
20507,Joseph Le Conte Middle School 1
20540,John C. Fremont H.S. 2
20541,John C. Fremont H.S. 1
20560,Alexander Hamilton 1
20563,Alexander Hamilton 2
20580,Girls Academic Leadership Academy 1
20597,Palms Gifted / High Ability Magnet 1
20599,Palms Gifted / High Ability Magnet 2
20616,Nathaniel Narbonne High School
20629,Rancho Dominguez Preparatory School
22007,Romanoid 20489
20442,MAYWOOD ACADEMY HIGH SCHOOL
20519,Ben Franklin High School and Dual Language Academy Magnet 1
20520,Ben Franklin High School and Dual Language Academy Magnet 2
20526,Lincoln High School 1
20530,Lincoln High School 2
20538,El Sereno MS 1
20539,El Sereno MS 2
20556,Dr. Maya Angelou Community High School
20593,Maywood Center for Enriched Studies 2
20594,Maywood Center for Enriched Studies 1
20598,Pacoima Middle School
20617,Nava College Preparatory Academy 1
6357,Top Dogs
10320,Project Bulldog
11898,Newark Memorial Robuckets
16177,Acmatic
16194,Roses & Rivets
21666,HD1_Canis_Hopkins
22994,MateoBotics
5196,Robo Yetis
13271,"Cowboy Code   ""Redneck Robotics"""
13879,EGMS Metal Minds
15289,EGMS Gadgetron
16629,Box Canyon Bots
16975,Brainy Banana Bunch
17190,MPHS Mechanical Unicorns
17300,MPHS TerraMech
18660,RobotoCardinals
18793,Mechanical Masters
21519,Norwood Robotic Masters
21731,Palisade Purussaurus
21818,Durango High School FTC1
21819,Durango High School FTC2
14592,Huskies
22667,APMA Space Robotics
22478,Trojan Thunder
17394,Howard Robotics
14742,Brobots
6205,SCARLET
18370,Can't Stop Won't Stop
19795,Rockbotics
4622,L.O.C.S.
6183,Thunderducks
9021,TMSA Batteries
9990,Robo Vikings
9993,StormBots
16328,Trial n' Error
20765,Vikings for Technology
7444,Sisters of the Motherboard
11424,Batteries Not Included
19403,Ascend Aviators
21381,Harmony Robotics
21443,Lever Up
5795,Back  To The Drawing Board
9063,Claws of Steel
14200,WASP - 12B
16563,Dragon Droids
18251,Low Battery
7078,Ov3r1y K0mp13x
20726,Tobor the Viking 
15484,Central High School
22704,Robo-Redwings
13115,Brave Robotics
15492,ELrobotiKO
16384,GREAT Bots
21535,Royal Ghostbusters
22818,Archer Bots
6945,System Overload
10161,Fayetteville Free Library Suits
12399,Mechanical Devils
12870,ScottieBots
7662,Dragons
18826,Elevated Creations
5140,WACO Aerobotics
5501,VW Robotics
6298,Tech Titans
10117,Party Pandas
10211,Team Hercules
11580,EagleBots
12166,New Bremen Techno Birds
12802,We Will Bot You
14174,Cougar Robotics
14279,FLRC - Circuit Breakers
19778,Wire Monkeys
20116,Where's The Tape Measure? 
11781,MVS Rambotics
16284,8 Bit Bandits
17978,Robo Kai (Fenwick)
20317,Ursuline Academy - Cincinnati
22448,R.A.T.S. (Robotics and Technology Squad)
5198,Wingnuts
7100,Good Enough
7604,DWAI
8132,Gear Heads
8188,Gear Heads
8892,PHRED
11547,Tech No Logic
13784,Lightning
20790,Hawkbot1cs
21609,PDX OPPS
7470,Quicker-Picker-Upper
7473,Rusty Russells
7474,Sippy Sipes
7496,Masked Mustaches
7497,Ravenous White Parrots 
7498,The Wild Childs
7499,Nerdy Girls
9060,Smarties
15436,Johnny
17365,Munship
17366,Building Kings
17367,Say yes to the Robot
17368,The Scavengers
9121,Falcon Force
22972,White Rice 
19741,L0w r1D3R
15662,Starbucks
15663,Buckineers
22133,Infinity
21448,Fire Hazard
22746,Jamaican Bananas
22496,Early College Garza Robotics
13389,Mallard Robotics
15371,O.A.K.S.
17824,Tiger Byte
18305,Singularity
19969,Artificial Unintelligence
4451,FireFoxes
5014,Future Gadget Lab
5225,Sidwell Varsity
7518,QO CouGears
7519,QO CougarBotics
7631,Instant Oats
14315,mobiUs
18230,luminUs
19640,Foxcroft
21310,nexUs
8755,E-Storm
11353,Lightning Robotics
13828,Java Jokers
16001,Robo Dons
17235,MR. COD
17322,ML Spartronics
19796,Outside the BOTS
21385,Nuclear Fishin'
22526,FSA Gear Grinders
22548,Attack Hamsterz
22672,Absolute Hack
18268,SYCATECH
22644,RayLadies
22681,Amal Space  and Aviation Maale Adumim the Kings
22734,Jotunheim 
18432,LYBOTICS Scout Team
18549,LYBOTICS Quanta Team
18550,LYBOTICS Humanoids Team
19187,LYBOTICS Robomisurata Team
19351,LYBOTICS  Dracarys Team
19353,LYBOTICS Geniuses Team
19405,Ladybird Robotics Team 
19409,IKS Robotics Team
19557,Los Matadores Scout Robotics Team
19910,ISM Tech Masters Robotics Team
20041,WOLS Robotics Team
21345,LYBOTICS Wonders Team
21411,LYBOTICS Taj Team
22231,IKS.DX Robotics Team
22596,Eleanor Robotics Team
22634,AOLs Robotics Team
9747,MARVEL
11125,DEEP BLUE
21159,PITZZA
23013,challengers
23020,TC
23021,Eagles
23022,Eagles
23024,Eagles
23029,fortississimo
23031,CMD
23033,Attention
23035,CMD2
13050,SharkBytes
15453,RaiderBots
16688,Wolfbotics
21419,Power Rangers
21516,RoboTitans
21626,Sparkle Botz
21979,Cobratics
22079,Cyclone
22943,The Robonks
18395,Sojourner1
3479,Generals
16222,Thunderbots FTC
16292,Mike's Dream
18211,The CMS Office Supplies
19541,Bearbotics Alpha
19942,Rusty Ducks Robotics
20771,Bearbotics Sigma
22436,Hulstrom All Stars #1
9650,Machine Maniacs
12377,Hopkins Robotics Gray
13965,Hopkins Robotics Maroon
15668,FullMetal Kestrels
18843,FullMetal Merlins
20301,VIKINGBOTS
21503,Trumbull High School Ace Robotics 72
22803,WHSROBO
22984,Hotchkiss EFX Gearcats C
22944,MechTech 22944
11200,Phenomena
18280,Knights Robotics 1
19137,CyberGriffs
21821,SciPort Sci-bots
22013,ARC - Albany Robotics Club
1,Team Unlimited
133,Arrows
3737,Hank's Tanks
9725,Clockwork Cardinals
13620,The Winsor Wildbots
14273,Sense & Sound Robotics
16704,Nano Hornets
16773,LCA Li-ions
17218,Brookline Bots
18489,Bishop Connolly Cougars
19460,Hawk Robotics --The Ryken Force
19556,"Arrows, Too"
19667,Bionic Bishops
20409,The Winsor Wirecats
20613,Minnechaug Tech
20808,Spartans
12847,ERA
21442,RoboX
5881,Tungsteel
14641,Panthers 
20428,South Iredell High School - FUSE
20766,Coding Vikings
21829,Circuit Breakers
21840,Kearns Robotics
22289,Robolobos
20081,Smart Beacons
20086,Lake Norman Charter
17584,Rambotics1
22207,GT4 - Gotham Gators
22716,Team R.M.D.S.
4326,Basement Lions
5919,RegisOwls
6496,SEP Bota-Bing-Bota-Bot
9681,Parallel Lions
16568,Cybernetic Lions
20731,Zombie Apocalypyse Counter Task Force
13360,Franklin Academy
13362,Loose Bolts
13366,Canton High School
19251,Code Panthers 
20297,SLCS Stormbots
12668,BlueJays
14518,RoboVikes
20197,OZoneJR8
22483,OZoneJR7
4711,Ursa Mechanica
9357,Dolphines
9470,The Mjoln-Gears
10332,Technical Difficulties
11441,Chronobreak
11591,AEMBOT
11890,ACMS Mad Machines
12110,SayWatt
13749,EKG Pickle Pirates
17564,ACMS Wild Wrenches
20288,Mechanical Mages
20304,AEMDROID
20431,X-RAID
20855,01Cowboys
22515,Mechanical Platypuses
22516,Infinity Circuit
22649,ACMS Super Servos
5321,TechHeroes
9570,GearGirls
14738,Theoretically Correct
16664,GenBots
16800,Trial and Terror
19688,Simply Machines
21680,Friends Select
21864,Wire Clippers
22282,SLAMPHIBIANS
22283,SLAM DUNK
22284,SLAM GREG
22285,SLAM SHADY
22183,Robowolves
16335,The Ruthless Robots 16335
22058,The G.O.A.Ts
22836,WILDCAT_ROBOTICS
16816,IOKNIGHT
17318,Tech-Hawks
21890,St. John's Robotics
12364,KNIGHTRON
21304,Tiger Robotics
14714,Pear-O-Botics
15661,Pear-lettes
5667,Robominers
12351,Nuclear Minds
21765,Overclocked
16054,STORM TECH CANAÃ
16055,Starbots FTC
17728,BrainMachine
17729,TECH BROS
21079,Alpha Byte
21083,BAZINGA! 73
22708,TechZeus
23055,Tech Fenix
23061,Ragnarök
16093,Supernova BNDS
17843,RoboSeed
19577,WXY
19580,Dreamer
19660,Sigma
19705,WXYZ
19748,Aqua Regia
19749,Lithium Nitride
19879,Creative Time
19965,智搭机器人
21959,Dreamers
21981,智搭强基
22404,Delta
22405,RW
22406,Hippasus
22451,SubCat_1224
22715,深圳高级中学（集团）南校区
11047,screw it
17257,GoBuilder.GC
19153,Breaker.GC
19154,Far Far Away Kingdom - Island
19170,MD-EVA-01
19177,DREAMER
19178,HERMES
19180,CMS FTC4
19181,ROBOTISM
19182,ADAMAS
19183,CMS FTC7
19184,OVERLOOKING
19185,WOODY FOLLOWERS
19207,NKshrimps
19208,Obsidian Castle
19209,Sapphire Castle
19213,Mystery
19217,KHSM
19908,KAS Laputa
20685,NKshrimp
20826,Far Far Away Kingdom - Highland
20907,Dreamer.GC
20908,Fighter.GC
22657,RSSHFTC
22666,CARET
22719,Far Far Away Kingdom - Bay
22847,Screwer
22848,Screwer Too
22894,KAS Chainsaw
22897,Sea Master 1
22900,Sea Master 2
22907,nkst36
21953,Dalia Engineers 
18492,Mukhtar Robotics Team
18498,LYBOTICS Change Team
19149,GCA Robotics Team
19347,LYBOTICS Challenge Team
19358,LYBOTICS Royal Team
19408,LYBOTICS Cavalay Team
20417,Luqman Robotics Team
20874,SAS Tech Robotics Team
21344,LYBOTICS Zliten Team
21445,Al_Aweal Robotics Team
21473,LYBOTICS Smart Team
22172,AMLY Tech Robotics Team
22577,Vision Robotics Team
22786,Basida Robotics Team
23050,SeaCow Juniors
21991,Lincoln Thunder
6762,N R G (Northwestern Robotics Gearheads)
13251,Canterbury School
20151,The RoboWreckers
22778,Portland Christian Robotics
12195,Hawkbots
22059,Overclocked
13176,Spark-O-Matic Robotics & Digital Arts
11396,ECR Eaglebots
15231,ECR Squared
22296,Greenwave Robotics
13375,Great Neck North Goatbusters
9618,Cyber Spartans
20729,Basement Botics
21364,FIRST Try
21619,Alternating Current
21620,Direct Current
22828,Jingle Bells
20835,Burg Bots
19740,4 B1LLY 2pointOH
3397,HiveMind Robotics
8304,Wired Cats
9721,Green Mountain Gears
10899,Mansfield Mechanics United
14251,Capital Robotics
15081,Milton Robotics
16221,Manchester Machine Makers
16295,Green Mountain Girls
18649,Lancer Robotics
18650,Cookie Clickers
21577,Bulldog Robotics
8572,Wall-Y Robotics
19453,Black Mesa
12527,Fat Dragon
19290,Bay area innovation湾区创新
19419,star
19583,源动力
19605,Flying Fishies
19656,Absolute Zero
19675,WX
19723,Girls' Power 女孩动力
19806,Semicircle
19880,Creative Space
19913,BoTian
19964,Ping shanInnovative team
20773,Typhoon
20827,Roborpunk
22385,Adrenaline
22454,Dragon
9755,Dongshan laoe
16107,FACING THE GIANTS
19581,IRON MAPLE 1120
19597,DEFY
19599,Bay area intelligent 湾区智能
19601,The Smashers
19606,Riser
19666,Forever Knight
19730,Talos
19759,SEEKERS
19797,Croods
19859,Factorization
19961,BayDynamic
20106,HDKWA
22232,will star
22341,Wings of Infinity
22389,AE86
22508,SUPERNOVA
18422,LYBOTICS Wizards Team
18448,LYBOTICS Castle Team
21343,LYBOTICS Ghosts Team 
21398,Scouts Fazzan Robotics Team
21414,Scouts Girls Robotics Team
21659,Edafa Robotics Team
22587,TraghenTech Robotics Team
22597,Alshati Geniuses Robotics Team
11140,Legacy HighPoint International School
18562,TecsAhoy
18424,LYBOTICS Super Team
19294,LYBOTICS Super Nova Team
19512,Technobots21
19881,LEGOBOTZ
21125,TECHDIVAS
21130,Uniquetechfggc Akure
21131,TEAM GALAXY (FGC IKOM)
21134,VANDE CODER$
21136,Pacesetters 
21137,RubyTech-1
21158,RISING STAR 1
21160,Aurora
21161,Contechs
21164,STEINS ROBOTICS
21168,LimitBreakers9
22589,Marvels of Nigeria
12632,Transilvania Robotix
14277,QUBE.
14278,Xeo
15965,Esentza Robotics
15966,Esentza Revolution
15975,ROBOTX HUNEDOARA
15989,RoboTitans
16166,Watt'S Up
17089,Powered by Redstone
17243,Vianu Legends
17532,Centered Robotics
17624,IGNITE.
17844,RUBIX
17855,Vortex Breakers
17860,Helix
17870,PERPETUUM MOBILE
17871,Thobor RO 068
17875,Code Warriors
17881,RiverWolves
17965,BOLTS AND GEARS
18160,4D-Robotics
18338,StarTech
19047,RavenTech_HD
19049,HighFive Robotics
19053,Homosapiens
19054,NeuroBotix
19055,TITANS
19056,PrimeTech
19061,Boogeybots
19062,Phantom Robotics
19063,UnderConstruction
19065,Inorog Team RO 152
19071,SmartCluster
19072,TehnoZ Junior
19073,The Emperor RO124
19074,Extropy
19076,RoboticsTrav
19077,Robocadet
19079,PHOENIX
19082,RoboAS
19086,Robocorns RO004
19091,The Resistance
19094,WizzTech
19097,Quasar.Robotics
19099,H-tech
19102,TheArchitechs
19103,Kronbot
19104,CyberPunk Robotics
19109,RaSky
19110,R0B0SMART
19111,TITUR0B0
19115,B-RoboTeam RO 064
19116,VV Robots
19117,Robo-Sapiens
19119,InfotronX
19120,AlphaBit
19128,RoboDac Dacia
19134,Rodac
19151,TECHNO-MAISTER
19176,Broboti
19242,RO169 RoboPeda
19246,Cybersouls
19292,TeamPhoenix
19342,Clever Core
20043,SNGine
20135,MeeralRobotics
20265,Heart of RoBots
20329,TechnoGods
20732,ATLAS_CNB_192
20985,Wafy 
21031,roLERbot
21033,HYPE
21034,TEAM ORIGINALS
21044,Epsilon
21056,Army Bot
21087,Velocity Red
21088,Velocity Blue
21089,FastForwardFutureTeam
21972,LTASrob
21996,AtomicBots
22044,Aces 
22440,HOSBOTX
22461,Andromeda Robotics
22552,ToTheStars Robotics
22584,RoboticsGeneration
22754,Montenegro Robotics
23068,LTTV TEAM
13906,Epiteugma Revved Up
15993,infO(1)Robotics
15996,BrickBot
16000,Gear Maniacs
17713,Delta Force
17857,Gentlemen
17861,CSH
17869,ERcast2020
17873,VECTRON
18026,SGBOTS
19044,Peppers
19048,ROBOPAPIU
19052,Trojan.EXE
19058,Modus Vivendi
19059,ArtRobotix
19060,InfinityEdge
19064,Dragonic Force
19066,AiCitizensRO160
19067,BIONIC ROYALS
19068,ABSO-TECH
19075,Clockworks
19081,Bots' Brain
19083,North East Dynamics
19084,SovaTech
19087,MironoBot
19088,BROBOTS
19090,TEHROCUZ RO 067
19092,ICLASS 
19093,Infinity Bolts 
19095,WireImpulse
19096,DanubeRobotics
19098,Eastern Foxes
19100,Future Tech
19101,Tech-X
19105,DecebalTech
19106,Dark Energy
19112,RO112 UNDEFINED
19121,Tea Borgs
19131,Evolution
19139,Snake-Tech40
19141,BraveBots
19147,Blizzard Eye
19148,StefTech
19152,Brainstorms
19211,VirtualWolvesRO165
19234,BYTE FORCE
19256,CYBERMOON093
19257,UNplugged188
20131,The Inventors
20237,LTCDMNrobotics
20691,Andromeda
20880,RoboGraphed
20912,Harambe Cartel
20925,HYPERCUBE
20936,ET.CNSCM
20954,STIM DC
20957,Motion Bot
20965,BIT-MO
20972,VOLTA CIRCUITS
20974,Hardwired
21028,The Eagles RO143
21030,MasterBots
21050,MasterMinds
21071,SkyLine
21073,November Eleven
21097,Dragonfly
21169,CyberLions
21455,RoSophia
21476,ViCyber
22017,Eu codez
22018,Orion Robotix
22114,TeoretiKa
22226,Renaissance Robotics
22586,CNapSys
22590,Marcosynth
22697,CreativityR
22903,VegaMind
22941,Brute Force Robotics 
22973,EXE-ROBOTICS1
22998,CYB3RG0DS
23015,ROBOT TEAM ALPHA
18624,Designosaurs
21373,Knights Robotics 2
10472,New Bedford Harpooners
22221,BishopStangRobotics
3615,Arlington Automatons
16903,Mini Ravens
20388,Newark School of Data Science and Information Technology
11132,HERD (High School Engineering Robotics Division)
19783,Masters Engineering and Robotics
20228,SMRT
20805,BearBots
19788,Agents of Change
21815,EMAGINE - Emmanuel’s Mean and Green Iron Narwhal
118,Steel Hornets
18284,Indeterminate Forms
9222,O'Hara Robotics
17457,Shafer Sharks
17458,Snyder Owls
18849,Panthers
22521,Snyder MS Wingin' It
6073,MUS Robotics
7783,Electric Wave
8411,SHARP
18714,Lawson Green Lightning
18832,Burro Bots
18873,Lawrence County High School
18909,Loretto High School
21530,Techalorians
21673,Cordova Eagles
22449,Ministry of Mechanics
14482,CRJ Lions 2
15878,Braswell Engineering Robotics Team
16090,Robo Eagles
21514,CDA-FMTX-1845
22547,The Q Ballz
19993,Robo-Hounds
20686,GHS Cyber Hawks 
21748,dreaMKEepers
2836,Trobots
4087,Midwest Dastardly Unsavory Potatoes (MDUP)
5762,Midwest Buckin' Buckaneers
6366,T-Robots
15604,A Team
16223,Big Ounce
18239,Washakie Robotics
20206,Achilles Emeritus
20444,Midwest Mustangs
22878,Dubois #2
10936,Sigonella High School
10937,Stuttgart HS
10938,Baumholder (DSO)
10939,UK024 Lakenheath HS RoboLancers 
10941,SHAPE Robotics
16959,Ansbach FTC2
17157,Hohenfels 2020a
17493,SpHS Duct Tape and Zip Ties
17558,Vilseck 2020a
21640,Ansbach FTC 2023
21646,UK133 Lakenheath HS RoboLancers
21647,Brussels HS Brigands
21695,Wiesbaden FTC 2023b
21697,Ramstein HS 2023a
21698,Wiesbaden HS 2023
21699,Stuttgart HS 2023
21700,Kaiserslautern HS 2023
21701,Baumholder FTC 2023
21719,AFNORTH HS Lions
21942,Sigonella MHS FTC Rookie
3981,The Griffins
6899,Blue Bots
14896,Knight Bots
15059,Calabar High School
15060,Blue Flames
15239,Convent of Mercy Academy 'Alpha'
15352,Team Iterations
16044,Optimus Pride 
16075,Campion College
16076,MeadowBrook High 
16081,STATHS
16187,Stingers
17852,Phoenix Requiem
17853,Munro College
17878,Holy Childhood High School
17882,Maggotrons
17884,Lady Bots
17980,AISK Hurricane
22222,Dominican Republic Incredible FIRST Team (Team DRIFT)
22647,Team Flames
22701,St Jago - Lions
22705,Golden Gears
22707,Drones
22726,Alpha Tech
22755,Team Circle
23056,Robomix-04
23085,Жас Роботшы
23088,124
18499,LYBOTICS Baxter Team
19349,LYBOTICS Wise Team
19350,LYBOTICS Insistence Team
19354,Bawader Robotics Team
19361,LYBOTICS Balacris Team
19454,LYBOTICS Icons Team
19558,People of Determination Robotics Team
21410,Void Robotics Team
21412,LYBOTICS Aces Team
21413,STEM Girls Robotics Team
21467,LYBOTICS United Team
21469,Migrants Robotics Team
21653,Gifted Center Robotics Team
22175,Robotya Robotics Team
16771,Creepy Crawlies
17133,Metagearz
17955,Astrovo
18736,Turbo
18763,Texpand
19001,SYRE Robotics Team
19146,TigerDroids
21120,Generation Innovation
21309,TekSense
22917,High Voltage
22935,Galactic Einsteins
22983,How to train your Robot
20088,Apocalyptic
20120,Encryption
365,MOE (The Miracle Workerz)
4200,The X-Squared Factor
7584,Bad News Bots
12880,Razor Steel Robotics 
13467,Lyrics and Logic
14296,Hiller Instinct
18739,Insert Team Name Here
19889,Robo-Sapiens
22730,Tower Patch Kids
10533,OHMS Velocity Raptors
15749,OHMS Baconators 
20707,Omegabots
22937,Waves Tech1
5105,Dragons
19459,Renaissance Rampage
21830,Renaissance Raptors
21709,JHCS Mecha Grizzlies - Blue
21710,JHCS Mecha Grizzlies - Gold
22180,Sprocketeers
22524,WELP
21051,Comwiz BITS
21055,Pascal Lefkosia Eagles
21096,MellonLab RobotBirds
21100,The G C School Voyagers
21105,The Grammar School  Commutabilis Robottus Junior 
21109,TESEK Makarios III RoboMak
22043,MellonLAB UniREVsals
22883,Akaki Gymnasium Robot Designers
22916,TESEK Makarios III Robotica
22933,Akaki Gymnasium Junior Jokers
22954,The English School Roosters
9746,PML30 North Wind
11022,AutoVortex National
11044,PML30 White Nights
12483,Programming Club
12529,KTM
14103,Sputnik 
18024,SMTech
18025,BSRC Mad About Robots
18614,Technonerds 
19013,G-Force
19030,Team Supercalifragilisticexpialidocious
19196,Kalam Dream Lab - Sewadham
19197,G.E.N.I.U.S. - Girls Empowering New India Using STEAM
20868,Bhaskar Sanskar Kendra
20869,Sindhu Shiksha
20870,Matrix
20871,Eureka
20872,CuriousCity
20873,Abhyudaya
20878,RicketyRobots
20890,SIGMA
20914,Lab Fusion
20927,Atlas
21045,AeonianLadiesForce
21101,BGIS 
21103,Signal Stars
21955,Smashers
21971,Pangaea
22383,ANDHRA ACHIEVERS
22588,LEGOGOA AXI0M
22723,Magmasticmetaroid
22750,Cyborg
22751,SPARK SK2
22846,Lunatech
