OPR1,Auto1,CCWM1,OPR2,Auto2,CCWM2,OPR3,Auto3,CCWM3,OPR4,Auto4,CCWM4,score1,score2,diff
40.279,16.49,-22.901,89.777,20.987,50.822,67.907,13.54,-10.359,46.183,9.184,35.901,130,91,39
14.032,0.669,-32.641,28.423,2.272,-46.825,25.836,2.517,-37.267,72.187,17.358,46.128,45,108,-63
53.874,0.507,7.394,45.707,5.898,-34.589,41.712,17.499,-6.453,40.187,7.619,-11.597,107,106,1
85.693,21.431,33.601,60.292,3.555,42.889,68.21,11.882,13.096,91.433,22.181,63.366,129,121,8
23.881,-2.502,-39.712,33.148,13.344,-16.492,68.999,19.119,24.521,10.917,5.183,-8.793,42,120,-78
14.893,6.939,-54.97,57.025,15.797,52.487,22.707,-2.681,-36.718,18.608,17.983,-21.124,65,49,16
56.728,24.086,10.146,25.559,2.228,-54.735,38.03,3.21,-13.884,57.493,10.106,5.987,121,84,37
61.985,15.157,43.738,5.731,-6.202,-73.709,18.416,8.414,-24.51,0.797,-1.06,-52.085,83,10,73
27.917,12.013,-46.968,11.141,11.085,-39.984,76.227,10.175,46.247,16.198,-0.65,-27.922,58,101,-43
23.761,1.252,-27.953,40.279,16.49,-22.901,70.283,26.771,32.703,66.945,9.269,50.007,70,150,-80
97.66,20.934,69.177,36.958,13.836,27.577,25.727,-1.528,-31.058,64.786,19.732,45.192,130,63,67
108.361,23.085,85.712,43.974,7.004,12.831,67.907,13.54,-10.359,42.305,1.772,6.548,166,117,49
89.777,20.987,50.822,18.076,1.41,-27.49,35.487,-4.098,-12.941,76.52,15.174,41.904,158,74,84
121.588,26.068,61.097,6.296,-2.961,-17.833,63.065,14.652,8.938,6.649,4.368,-56.778,174,118,56
14.835,5.621,-56.11,53.874,0.507,7.394,51.078,9.659,17.473,72.187,17.358,46.128,56,125,-69
36.816,11.499,-6.232,52.666,20.039,22.23,20.449,11.149,-24.68,14.883,7.96,-50.997,132,36,96
19.369,9.122,-17.703,39.246,4.235,3.684,2.682,-2.476,-37.215,72.081,10.838,53.82,62,59,3
65.07,24.718,49.19,17.04,1.796,-4.66,33.939,6.051,-1.07,10.812,0.857,-35.856,59,30,29
38.7,12.504,7.208,19.978,-3.576,-24.905,40.352,14.959,2.5,57.943,21.377,23.559,73,85,-12
58.703,25.682,37.807,3.216,-2.182,-33.887,55.072,15.557,29.275,36.816,11.499,-6.232,34,63,-29
10.812,0.857,-35.856,20.449,11.149,-24.68,72.081,10.838,53.82,33.939,6.051,-1.07,44,100,-56
57.943,21.377,23.559,39.246,4.235,3.684,14.883,7.96,-50.997,19.369,9.122,-17.703,108,32,76
2.682,-2.476,-37.215,65.07,24.718,49.19,58.703,25.682,37.807,55.072,15.557,29.275,57,91,-34
17.04,1.796,-4.66,38.7,12.504,7.208,52.666,20.039,22.23,19.978,-3.576,-24.905,49,18,31
40.352,14.959,2.5,20.449,11.149,-24.68,3.216,-2.182,-33.887,10.812,0.857,-35.856,72,35,37
36.816,11.499,-6.232,57.943,21.377,23.559,58.703,25.682,37.807,72.081,10.838,53.82,59,144,-85
33.939,6.051,-1.07,55.072,15.557,29.275,39.246,4.235,3.684,19.978,-3.576,-24.905,101,61,40
19.369,9.122,-17.703,52.666,20.039,22.23,65.07,24.718,49.19,40.352,14.959,2.5,59,113,-54
3.216,-2.182,-33.887,14.883,7.96,-50.997,17.04,1.796,-4.66,2.682,-2.476,-37.215,29,24,5
38.7,12.504,7.208,55.072,15.557,29.275,72.081,10.838,53.82,36.816,11.499,-6.232,70,89,-19
19.978,-3.576,-24.905,65.07,24.718,49.19,39.246,4.235,3.684,20.449,11.149,-24.68,107,37,70
40.352,14.959,2.5,58.703,25.682,37.807,14.883,7.96,-50.997,17.04,1.796,-4.66,82,49,33
19.369,9.122,-17.703,33.939,6.051,-1.07,3.216,-2.182,-33.887,38.7,12.504,7.208,23,39,-16
57.943,21.377,23.559,10.812,0.857,-35.856,52.666,20.039,22.23,2.682,-2.476,-37.215,50,55,-5
72.081,10.838,53.82,39.246,4.235,3.684,17.04,1.796,-4.66,40.352,14.959,2.5,97,52,45
36.816,11.499,-6.232,58.703,25.682,37.807,19.978,-3.576,-24.905,19.369,9.122,-17.703,129,32,97
33.939,6.051,-1.07,3.216,-2.182,-33.887,57.943,21.377,23.559,52.666,20.039,22.23,55,155,-100
38.7,12.504,7.208,2.682,-2.476,-37.215,20.449,11.149,-24.68,65.07,24.718,49.19,47,71,-24
10.812,0.857,-35.856,14.883,7.96,-50.997,55.072,15.557,29.275,19.369,9.122,-17.703,12,124,-112
19.978,-3.576,-24.905,72.081,10.838,53.82,52.666,20.039,22.23,3.216,-2.182,-33.887,116,37,79
2.682,-2.476,-37.215,40.352,14.959,2.5,36.816,11.499,-6.232,33.939,6.051,-1.07,60,92,-32
39.246,4.235,3.684,58.703,25.682,37.807,10.812,0.857,-35.856,38.7,12.504,7.208,119,63,56
55.072,15.557,29.275,17.04,1.796,-4.66,20.449,11.149,-24.68,57.943,21.377,23.559,86,91,-5
14.883,7.96,-50.997,36.816,11.499,-6.232,65.07,24.718,49.19,72.081,10.838,53.82,39,156,-117
10.54,0.017,-2.698,9.607,0.652,-11.783,9.274,5.245,-15.399,4.775,-0.074,-8.601,16,4,12
9.095,4.993,-18.301,2.09,1.931,-7.452,34.639,18.554,16.075,65.219,19.353,66.05,4,82,-78
13.75,0.203,1.735,8.532,0.423,-23.195,16.433,-0.965,6.135,19.879,4.502,-2.566,33,21,12
34.639,18.554,16.075,9.095,4.993,-18.301,9.607,0.652,-11.783,4.775,-0.074,-8.601,33,15,18
8.532,0.423,-23.195,16.433,-0.965,6.135,10.54,0.017,-2.698,2.09,1.931,-7.452,15,9,6
65.219,19.353,66.05,9.274,5.245,-15.399,19.879,4.502,-2.566,13.75,0.203,1.735,78,29,49
16.433,-0.965,6.135,10.54,0.017,-2.698,4.775,-0.074,-8.601,9.095,4.993,-18.301,37,6,31
65.219,19.353,66.05,8.532,0.423,-23.195,9.274,5.245,-15.399,34.639,18.554,16.075,71,41,30
2.09,1.931,-7.452,19.879,4.502,-2.566,13.75,0.203,1.735,9.607,0.652,-11.783,12,13,-1
9.095,4.993,-18.301,65.219,19.353,66.05,8.532,0.423,-23.195,10.54,0.017,-2.698,88,12,76
9.607,0.652,-11.783,34.639,18.554,16.075,13.75,0.203,1.735,16.433,-0.965,6.135,53,52,1
4.775,-0.074,-8.601,2.09,1.931,-7.452,19.879,4.502,-2.566,9.274,5.245,-15.399,27,28,-1
9.607,0.652,-11.783,16.433,-0.965,6.135,10.54,0.017,-2.698,65.219,19.353,66.05,25,73,-48
4.775,-0.074,-8.601,13.75,0.203,1.735,2.09,1.931,-7.452,8.532,0.423,-23.195,8,12,-4
34.639,18.554,16.075,19.879,4.502,-2.566,9.095,4.993,-18.301,9.274,5.245,-15.399,78,36,42
8.532,0.423,-23.195,4.775,-0.074,-8.601,65.219,19.353,66.05,9.607,0.652,-11.783,21,81,-60
9.274,5.245,-15.399,13.75,0.203,1.735,16.433,-0.965,6.135,9.095,4.993,-18.301,16,20,-4
19.879,4.502,-2.566,10.54,0.017,-2.698,2.09,1.931,-7.452,34.639,18.554,16.075,38,36,2
-5.835,-0.463,-33.45,6.209,-1.898,-26.717,21.399,-0.543,3.717,16.809,10.302,-2.117,9,15,-6
64.108,19.508,65.95,13.209,1.302,-13.917,16.809,10.302,-2.117,23.056,5.285,1.117,45,46,-1
13.209,1.302,-13.917,21.399,-0.543,3.717,64.108,19.508,65.95,6.209,-1.898,-26.717,52,78,-26
-5.835,-0.463,-33.45,16.809,10.302,-2.117,13.209,1.302,-13.917,23.056,5.285,1.117,15,34,-19
23.056,5.285,1.117,-5.835,-0.463,-33.45,64.108,19.508,65.95,21.399,-0.543,3.717,1,94,-93
6.209,-1.898,-26.717,23.056,5.285,1.117,64.108,19.508,65.95,-5.835,-0.463,-33.45,4,55,-51
16.809,10.302,-2.117,13.209,1.302,-13.917,6.209,-1.898,-26.717,21.399,-0.543,3.717,45,24,21
6.209,-1.898,-26.717,16.809,10.302,-2.117,23.056,5.285,1.117,64.108,19.508,65.95,30,113,-83
21.399,-0.543,3.717,64.108,19.508,65.95,-5.835,-0.463,-33.45,13.209,1.302,-13.917,88,4,84
23.056,5.285,1.117,-5.835,-0.463,-33.45,13.209,1.302,-13.917,6.209,-1.898,-26.717,29,25,4
21.399,-0.543,3.717,-5.835,-0.463,-33.45,16.809,10.302,-2.117,64.108,19.508,65.95,14,72,-58
19.821,8.362,-10.188,49.129,13.053,27.966,21.869,11.953,-10.857,9.361,-0.196,-34.908,59,8,51
21.569,21.008,-3.796,2.018,-3.959,-27.007,24.193,-2.888,15.702,80.61,22.952,62.09,0,106,-106
-1.086,1.005,-25.565,38.715,14.697,-1.012,23.765,11.455,-12.628,27.053,21.927,13.895,11,53,-42
6.553,8.897,-20.335,6.711,0.168,-18.066,20.039,-0.626,-11.075,18.604,5.776,21.576,13,15,-2
21.869,11.953,-10.857,13.625,-5.482,-8.102,65.783,19.564,42.307,2.018,-3.959,-27.007,30,63,-33
9.361,-0.196,-34.908,-1.086,1.005,-25.565,38.715,14.697,-1.012,24.193,-2.888,15.702,5,105,-100
27.053,21.927,13.895,49.129,13.053,27.966,18.604,5.776,21.576,80.61,22.952,62.09,35,96,-61
65.783,19.564,42.307,6.553,8.897,-20.335,21.569,21.008,-3.796,6.711,0.168,-18.066,45,22,23
23.765,11.455,-12.628,19.821,8.362,-10.188,20.039,-0.626,-11.075,13.625,-5.482,-8.102,41,54,-13
21.869,11.953,-10.857,18.604,5.776,21.576,-1.086,1.005,-25.565,24.193,-2.888,15.702,26,11,15
6.553,8.897,-20.335,80.61,22.952,62.09,9.361,-0.196,-34.908,65.783,19.564,42.307,79,89,-10
6.711,0.168,-18.066,23.765,11.455,-12.628,2.018,-3.959,-27.007,19.821,8.362,-10.188,37,14,23
38.715,14.697,-1.012,13.625,-5.482,-8.102,49.129,13.053,27.966,20.039,-0.626,-11.075,36,82,-46
21.569,21.008,-3.796,21.869,11.953,-10.857,27.053,21.927,13.895,9.361,-0.196,-34.908,58,44,14
6.553,8.897,-20.335,19.821,8.362,-10.188,80.61,22.952,62.09,-1.086,1.005,-25.565,29,80,-51
18.604,5.776,21.576,65.783,19.564,42.307,38.715,14.697,-1.012,23.765,11.455,-12.628,105,38,67
2.018,-3.959,-27.007,20.039,-0.626,-11.075,49.129,13.053,27.966,21.569,21.008,-3.796,23,89,-66
6.711,0.168,-18.066,24.193,-2.888,15.702,13.625,-5.482,-8.102,27.053,21.927,13.895,23,35,-12
80.61,22.952,62.09,9.361,-0.196,-34.908,23.765,11.455,-12.628,-1.086,1.005,-25.565,88,53,35
18.604,5.776,21.576,38.715,14.697,-1.012,19.821,8.362,-10.188,21.569,21.008,-3.796,71,54,17
2.018,-3.959,-27.007,27.053,21.927,13.895,13.625,-5.482,-8.102,6.553,8.897,-20.335,59,22,37
24.193,-2.888,15.702,49.129,13.053,27.966,65.783,19.564,42.307,6.711,0.168,-18.066,62,63,-1
20.039,-0.626,-11.075,21.569,21.008,-3.796,-1.086,1.005,-25.565,21.869,11.953,-10.857,26,32,-6
9.361,-0.196,-34.908,18.604,5.776,21.576,13.625,-5.482,-8.102,2.018,-3.959,-27.007,35,21,14
24.193,-2.888,15.702,23.765,11.455,-12.628,49.129,13.053,27.966,6.553,8.897,-20.335,36,87,-51
27.053,21.927,13.895,65.783,19.564,42.307,19.821,8.362,-10.188,20.039,-0.626,-11.075,100,45,55
80.61,22.952,62.09,38.715,14.697,-1.012,6.711,0.168,-18.066,21.869,11.953,-10.857,131,46,85
37.633,8.129,20.288,25.521,3.614,7.685,7.893,-0.891,-24.187,-0.878,-2.492,-28.613,49,7,42
19.122,2.018,-2.939,26.065,0.864,-4.657,16.695,2.596,-24.214,72.941,17.284,78.175,4,112,-108
11.811,5.3,-23.286,41.093,11.273,1.356,41.407,20.609,14.125,21.807,3.464,-10.223,41,96,-55
13.885,-1.986,-16.047,43.629,20.507,26.621,46.692,12.658,27.728,32.131,12.471,10.094,60,58,2
19.35,6.419,-11.041,16.695,2.596,-24.214,21.126,1.435,-28.296,15.552,1.276,-6.846,35,70,-35
37.633,8.129,20.288,72.941,17.284,78.175,41.093,11.273,1.356,41.407,20.609,14.125,133,44,89
26.065,0.864,-4.657,7.893,-0.891,-24.187,43.629,20.507,26.621,-0.878,-2.492,-28.613,68,42,26
11.811,5.3,-23.286,19.35,6.419,-11.041,25.521,3.614,7.685,13.885,-1.986,-16.047,34,54,-20
32.131,12.471,10.094,15.552,1.276,-6.846,19.122,2.018,-2.939,21.807,3.464,-10.223,45,49,-4
-0.878,-2.492,-28.613,21.126,1.435,-28.296,46.692,12.658,27.728,72.941,17.284,78.175,19,108,-89
11.811,5.3,-23.286,37.633,8.129,20.288,26.065,0.864,-4.657,19.35,6.419,-11.041,65,51,14
13.885,-1.986,-16.047,16.695,2.596,-24.214,43.629,20.507,26.621,41.093,11.273,1.356,35,106,-71
21.807,3.464,-10.223,15.552,1.276,-6.846,25.521,3.614,7.685,46.692,12.658,27.728,35,95,-60
41.407,20.609,14.125,32.131,12.471,10.094,7.893,-0.891,-24.187,21.126,1.435,-28.296,99,8,91
19.122,2.018,-2.939,43.629,20.507,26.621,19.35,6.419,-11.041,37.633,8.129,20.288,65,30,35
15.552,1.276,-6.846,46.692,12.658,27.728,11.811,5.3,-23.286,26.065,0.864,-4.657,51,27,24
21.807,3.464,-10.223,13.885,-1.986,-16.047,72.941,17.284,78.175,7.893,-0.891,-24.187,2,79,-77
41.093,11.273,1.356,19.122,2.018,-2.939,21.126,1.435,-28.296,25.521,3.614,7.685,87,49,38
-0.878,-2.492,-28.613,41.407,20.609,14.125,16.695,2.596,-24.214,32.131,12.471,10.094,55,52,3
72.941,17.284,78.175,43.629,20.507,26.621,15.552,1.276,-6.846,11.811,5.3,-23.286,89,15,74
7.893,-0.891,-24.187,46.692,12.658,27.728,19.35,6.419,-11.041,41.093,11.273,1.356,55,84,-29
32.131,12.471,10.094,25.521,3.614,7.685,37.633,8.129,20.288,16.695,2.596,-24.214,58,37,21
41.407,20.609,14.125,13.885,-1.986,-16.047,-0.878,-2.492,-28.613,19.122,2.018,-2.939,47,27,20
21.126,1.435,-28.296,19.35,6.419,-11.041,26.065,0.864,-4.657,21.807,3.464,-10.223,42,58,-16
16.695,2.596,-24.214,7.893,-0.891,-24.187,46.692,12.658,27.728,11.811,5.3,-23.286,13,79,-66
41.093,11.273,1.356,-0.878,-2.492,-28.613,15.552,1.276,-6.846,19.122,2.018,-2.939,19,30,-11
25.521,3.614,7.685,41.407,20.609,14.125,43.629,20.507,26.621,26.065,0.864,-4.657,41,72,-31
21.807,3.464,-10.223,21.126,1.435,-28.296,13.885,-1.986,-16.047,37.633,8.129,20.288,28,72,-44
72.941,17.284,78.175,11.811,5.3,-23.286,32.131,12.471,10.094,19.35,6.419,-11.041,81,46,35
46.815,22.847,-12.626,37.326,9.081,-18.441,87.451,24.005,76.029,99.225,17.752,79.668,60,191,-131
16.718,10.767,-61.239,33.937,8.365,1.483,24.827,8.766,-20.245,12.19,-3.789,-45.644,49,45,4
32.297,2.984,-49.847,25.096,1.482,-22.8,81.196,24.868,47.336,66.777,7.043,31.061,69,131,-62
24.683,10.062,-39.047,25.455,0.32,-0.334,57.442,21.41,-14.792,72.468,17.645,57.145,69,90,-21
14.151,-5.73,-34.578,21.322,13.664,-9.757,45.869,10.649,30.417,37.326,9.081,-18.441,43,45,-2
66.777,7.043,31.061,12.19,-3.789,-45.644,46.815,22.847,-12.626,24.827,8.766,-20.245,89,94,-5
33.937,8.365,1.483,57.442,21.41,-14.792,81.196,24.868,47.336,87.451,24.005,76.029,69,173,-104
72.468,17.645,57.145,45.869,10.649,30.417,25.096,1.482,-22.8,16.718,10.767,-61.239,142,34,108
24.683,10.062,-39.047,99.225,17.752,79.668,21.322,13.664,-9.757,32.297,2.984,-49.847,115,59,56
46.815,22.847,-12.626,14.151,-5.73,-34.578,25.455,0.32,-0.334,81.196,24.868,47.336,72,100,-28
37.326,9.081,-18.441,57.442,21.41,-14.792,66.777,7.043,31.061,16.718,10.767,-61.239,136,105,31
24.827,8.766,-20.245,72.468,17.645,57.145,45.869,10.649,30.417,99.225,17.752,79.668,80,124,-44
12.19,-3.789,-45.644,24.683,10.062,-39.047,14.151,-5.73,-34.578,87.451,24.005,76.029,48,103,-55
25.455,0.32,-0.334,25.096,1.482,-22.8,21.322,13.664,-9.757,33.937,8.365,1.483,62,60,2
24.827,8.766,-20.245,32.297,2.984,-49.847,72.468,17.645,57.145,37.326,9.081,-18.441,59,130,-71
81.196,24.868,47.336,45.869,10.649,30.417,66.777,7.043,31.061,24.683,10.062,-39.047,133,50,83
21.322,13.664,-9.757,46.815,22.847,-12.626,14.151,-5.73,-34.578,33.937,8.365,1.483,71,47,24
99.225,17.752,79.668,25.096,1.482,-22.8,57.442,21.41,-14.792,12.19,-3.789,-45.644,124,61,63
87.451,24.005,76.029,16.718,10.767,-61.239,32.297,2.984,-49.847,25.455,0.32,-0.334,111,51,60
37.326,9.081,-18.441,66.777,7.043,31.061,33.937,8.365,1.483,24.683,10.062,-39.047,105,79,26
72.468,17.645,57.145,81.196,24.868,47.336,12.19,-3.789,-45.644,21.322,13.664,-9.757,167,13,154
87.451,24.005,76.029,25.455,0.32,-0.334,25.096,1.482,-22.8,24.827,8.766,-20.245,96,35,61
45.869,10.649,30.417,57.442,21.41,-14.792,32.297,2.984,-49.847,46.815,22.847,-12.626,133,67,66
16.718,10.767,-61.239,14.151,-5.73,-34.578,99.225,17.752,79.668,66.777,7.043,31.061,12,192,-180
13.213,-0.06,-32.826,56.407,17.252,-15.52,39.023,10.697,-5.414,58.144,9.975,22.829,95,94,1
39.149,4.101,5.572,7.367,1.822,-58.207,65.892,5.264,30.848,30.629,8.507,16.452,0,121,-121
29.649,-0.254,-1.123,85.292,17.833,44.546,24.661,13.005,-7.252,6.815,2.506,-75.436,129,16,113
36.371,5.861,16.956,71.531,20.418,23.796,19.004,-2.945,-29.348,68.307,18.327,5.598,112,72,40
37.403,19.345,-12.063,39.023,10.697,-5.414,54.713,22.442,-13.199,78.972,20.537,74.879,50,121,-71
58.144,9.975,22.829,29.649,-0.254,-1.123,30.629,8.507,16.452,39.149,4.101,5.572,50,43,7
65.892,5.264,30.848,13.213,-0.06,-32.826,36.371,5.861,16.956,6.815,2.506,-75.436,86,34,52
85.292,17.833,44.546,54.713,22.442,-13.199,56.407,17.252,-15.52,19.004,-2.945,-29.348,147,86,61
24.661,13.005,-7.252,68.307,18.327,5.598,7.367,1.822,-58.207,78.972,20.537,74.879,33,123,-90
37.403,19.345,-12.063,65.892,5.264,30.848,71.531,20.418,23.796,29.649,-0.254,-1.123,81,104,-23
85.292,17.833,44.546,30.629,8.507,16.452,36.371,5.861,16.956,39.023,10.697,-5.414,74,50,24
39.149,4.101,5.572,24.661,13.005,-7.252,13.213,-0.06,-32.826,54.713,22.442,-13.199,82,52,30
37.403,19.345,-12.063,19.004,-2.945,-29.348,58.144,9.975,22.829,7.367,1.822,-58.207,67,51,16
6.815,2.506,-75.436,71.531,20.418,23.796,78.972,20.537,74.879,56.407,17.252,-15.52,69,106,-37
68.307,18.327,5.598,30.629,8.507,16.452,85.292,17.833,44.546,13.213,-0.06,-32.826,129,68,61
19.004,-2.945,-29.348,65.892,5.264,30.848,39.023,10.697,-5.414,24.661,13.005,-7.252,56,97,-41
6.815,2.506,-75.436,54.713,22.442,-13.199,71.531,20.418,23.796,58.144,9.975,22.829,57,159,-102
29.649,-0.254,-1.123,78.972,20.537,74.879,7.367,1.822,-58.207,36.371,5.861,16.956,91,95,-4
68.307,18.327,5.598,39.149,4.101,5.572,56.407,17.252,-15.52,37.403,19.345,-12.063,131,108,23
54.713,22.442,-13.199,58.144,9.975,22.829,85.292,17.833,44.546,65.892,5.264,30.848,139,171,-32
78.972,20.537,74.879,19.004,-2.945,-29.348,30.629,8.507,16.452,13.213,-0.06,-32.826,121,58,63
68.307,18.327,5.598,39.023,10.697,-5.414,6.815,2.506,-75.436,29.649,-0.254,-1.123,129,75,54
56.407,17.252,-15.52,36.371,5.861,16.956,24.661,13.005,-7.252,37.403,19.345,-12.063,72,86,-14
71.531,20.418,23.796,7.367,1.822,-58.207,39.149,4.101,5.572,85.292,17.833,44.546,52,156,-104
29.619,7.666,16.708,60.386,18.446,38.454,17.187,1.58,-27.59,8.439,-2.002,-29.031,77,24,53
54.289,14.221,33.123,65.726,12.771,51.476,31.745,2.74,-8.149,-14.607,-0.045,-47.686,118,9,109
9.719,-1.048,-20.381,17.885,2.199,-2.87,38.512,-0.041,30.525,58.208,15.98,31.277,6,71,-65
42.343,11.411,6.742,12.91,1.465,-7.487,36.631,9.864,11.326,-0.025,-7.16,-43.504,68,21,47
8.339,4.549,-37.975,60.386,18.446,38.454,65.726,12.771,51.476,29.619,7.666,16.708,49,78,-29
38.512,-0.041,30.525,8.439,-2.002,-29.031,17.885,2.199,-2.87,17.187,1.58,-27.59,46,12,34
54.289,14.221,33.123,42.343,11.411,6.742,12.91,1.465,-7.487,9.719,-1.048,-20.381,53,20,33
-0.025,-7.16,-43.504,31.745,2.74,-8.149,8.339,4.549,-37.975,58.208,15.98,31.277,37,73,-36
-14.607,-0.045,-47.686,38.512,-0.041,30.525,36.631,9.864,11.326,29.619,7.666,16.708,6,65,-59
54.289,14.221,33.123,17.187,1.58,-27.59,42.343,11.411,6.742,17.885,2.199,-2.87,53,115,-62
31.745,2.74,-8.149,12.91,1.465,-7.487,60.386,18.446,38.454,9.719,-1.048,-20.381,64,64,0
58.208,15.98,31.277,36.631,9.864,11.326,8.439,-2.002,-29.031,8.339,4.549,-37.975,125,16,109
65.726,12.771,51.476,-14.607,-0.045,-47.686,-0.025,-7.16,-43.504,17.885,2.199,-2.87,26,24,2
38.512,-0.041,30.525,29.619,7.666,16.708,31.745,2.74,-8.149,42.343,11.411,6.742,93,51,42
36.631,9.864,11.326,8.339,4.549,-37.975,60.386,18.446,38.454,54.289,14.221,33.123,35,128,-93
9.719,-1.048,-20.381,8.439,-2.002,-29.031,-14.607,-0.045,-47.686,-0.025,-7.16,-43.504,36,10,26
17.187,1.58,-27.59,65.726,12.771,51.476,12.91,1.465,-7.487,58.208,15.98,31.277,126,61,65
29.619,7.666,16.708,31.745,2.74,-8.149,17.885,2.199,-2.87,36.631,9.864,11.326,39,33,6
-0.025,-7.16,-43.504,54.289,14.221,33.123,60.386,18.446,38.454,38.512,-0.041,30.525,47,112,-65
-14.607,-0.045,-47.686,8.339,4.549,-37.975,12.91,1.465,-7.487,17.187,1.58,-27.59,19,12,7
9.719,-1.048,-20.381,42.343,11.411,6.742,8.439,-2.002,-29.031,65.726,12.771,51.476,50,61,-11
58.208,15.98,31.277,-0.025,-7.16,-43.504,29.619,7.666,16.708,54.289,14.221,33.123,45,113,-68
8.339,4.549,-37.975,12.91,1.465,-7.487,17.885,2.199,-2.87,38.512,-0.041,30.525,20,63,-43
17.187,1.58,-27.59,36.631,9.864,11.326,65.726,12.771,51.476,9.719,-1.048,-20.381,72,90,-18
58.208,15.98,31.277,60.386,18.446,38.454,42.343,11.411,6.742,-14.607,-0.045,-47.686,131,29,102
8.439,-2.002,-29.031,17.885,2.199,-2.87,54.289,14.221,33.123,31.745,2.74,-8.149,25,115,-90
64.323,21.494,28.383,44.17,15.817,12.653,16.535,-1.154,-12.715,44.675,16.675,11.054,96,75,21
36.135,2.72,12.521,12.874,5.478,-20.869,15.898,-3.356,-23.51,40.289,6.012,14.713,39,40,-1
39.281,8.049,13.194,-2.634,-7.017,-16.826,7.452,2.113,-11.037,-1.95,0.689,-29.944,36,0,36
39.883,21.3,21.251,37.352,14.574,18.358,15.733,-2.181,-11.954,18.149,6.955,-5.272,69,25,44
40.289,6.012,14.713,36.135,2.72,12.521,16.535,-1.154,-12.715,44.17,15.817,12.653,68,46,22
39.281,8.049,13.194,15.898,-3.356,-23.51,-2.634,-7.017,-16.826,64.323,21.494,28.383,27,64,-37
37.352,14.574,18.358,-1.95,0.689,-29.944,12.874,5.478,-20.869,39.883,21.3,21.251,37,40,-3
18.149,6.955,-5.272,44.675,16.675,11.054,7.452,2.113,-11.037,15.733,-2.181,-11.954,50,26,24
15.898,-3.356,-23.51,16.535,-1.154,-12.715,40.289,6.012,14.713,39.281,8.049,13.194,52,115,-63
39.883,21.3,21.251,-2.634,-7.017,-16.826,37.352,14.574,18.358,44.17,15.817,12.653,24,74,-50
15.733,-2.181,-11.954,44.675,16.675,11.054,-1.95,0.689,-29.944,36.135,2.72,12.521,58,55,3
7.452,2.113,-11.037,64.323,21.494,28.383,12.874,5.478,-20.869,18.149,6.955,-5.272,106,56,50
40.289,6.012,14.713,16.535,-1.154,-12.715,-2.634,-7.017,-16.826,37.352,14.574,18.358,43,30,13
44.675,16.675,11.054,39.281,8.049,13.194,39.883,21.3,21.251,15.898,-3.356,-23.51,86,94,-8
44.17,15.817,12.653,15.733,-2.181,-11.954,64.323,21.494,28.383,12.874,5.478,-20.869,92,89,3
18.149,6.955,-5.272,-1.95,0.689,-29.944,36.135,2.72,12.521,7.452,2.113,-11.037,29,27,2
44.675,16.675,11.054,39.883,21.3,21.251,-2.634,-7.017,-16.826,40.289,6.012,14.713,81,51,30
12.874,5.478,-20.869,16.535,-1.154,-12.715,39.281,8.049,13.194,15.733,-2.181,-11.954,25,41,-16
18.149,6.955,-5.272,7.452,2.113,-11.037,44.17,15.817,12.653,15.898,-3.356,-23.51,26,62,-36
36.135,2.72,12.521,37.352,14.574,18.358,-1.95,0.689,-29.944,64.323,21.494,28.383,87,43,44
15.733,-2.181,-11.954,12.874,5.478,-20.869,44.675,16.675,11.054,-2.634,-7.017,-16.826,19,45,-26
15.898,-3.356,-23.51,7.452,2.113,-11.037,16.535,-1.154,-12.715,39.883,21.3,21.251,8,56,-48
-1.95,0.689,-29.944,40.289,6.012,14.713,64.323,21.494,28.383,18.149,6.955,-5.272,28,66,-38
44.17,15.817,12.653,36.135,2.72,12.521,37.352,14.574,18.358,39.281,8.049,13.194,81,82,-1
49.97,14.43,16.3,9.925,-1.041,-29.515,20.722,10.73,0.501,51.256,18.479,3.103,34,96,-62
46.671,11.228,14.157,19.044,13.807,-32.09,50.818,17.098,11.725,85.555,20.7,64.044,32,127,-95
12.312,7.112,-35.852,71.27,25.204,45.02,33.532,2.702,-10.098,66.436,23.02,22.806,92,94,-2
9.015,0.791,-19.71,39.301,-0.516,18.073,25.908,-2.795,7.26,24.294,-3.272,-13.019,28,16,12
51.256,18.479,3.103,50.818,17.098,11.725,85.555,20.7,64.044,3.713,-0.004,-66.236,75,89,-14
46.671,11.228,14.157,33.532,2.702,-10.098,66.436,23.02,22.806,9.925,-1.041,-29.515,89,76,13
19.044,13.807,-32.09,49.97,14.43,16.3,39.301,-0.516,18.073,12.312,7.112,-35.852,58,59,-1
20.722,10.73,0.501,3.713,-0.004,-66.236,71.27,25.204,45.02,9.015,0.791,-19.71,3,83,-80
24.294,-3.272,-13.019,50.818,17.098,11.725,25.908,-2.795,7.26,66.436,23.02,22.806,112,104,8
51.256,18.479,3.103,12.312,7.112,-35.852,46.671,11.228,14.157,39.301,-0.516,18.073,58,107,-49
9.015,0.791,-19.71,85.555,20.7,64.044,9.925,-1.041,-29.515,71.27,25.204,45.02,79,86,-7
33.532,2.702,-10.098,25.908,-2.795,7.26,19.044,13.807,-32.09,20.722,10.73,0.501,53,52,1
3.713,-0.004,-66.236,24.294,-3.272,-13.019,49.97,14.43,16.3,46.671,11.228,14.157,23,128,-105
9.925,-1.041,-29.515,9.015,0.791,-19.71,50.818,17.098,11.725,39.301,-0.516,18.073,24,61,-37
