OPR1,Auto1,CCWM1,OPR2,Auto2,CCWM2,OPR3,Auto3,CCWM3,OPR4,Auto4,CCWM4,score1,score2,diff
7.215,-9.194,-18.608,-5.8,2.805,-36.578,6.068,10.359,-47.404,52.984,3.941,20.407,5,45,-40
14.152,0.205,0.615,19.652,-1.275,-39.973,14.934,-0.456,-13.307,74.333,19.473,49.062,47,106,-59
69.425,25.896,2.709,26.244,0.04,6.467,20.531,8.891,5.674,80.068,25.782,27.647,144,91,53
45.488,18.508,47.39,32.546,0.664,-18.986,23.511,4.659,-1.411,19.319,-2.875,-24.095,115,36,79
4.9,7.189,-21.104,17.698,-0.664,-50.584,74.703,13.744,67.598,-3.055,0.345,-15.925,27,91,-64
101.393,26.281,75.089,55.924,9.874,5.836,9.597,6.95,-48.053,72.24,22.152,17.145,127,82,45
83.564,-1.897,35.917,52.984,3.941,20.407,29.038,5.868,-21.612,19.652,-1.275,-39.973,135,34,101
6.778,3.989,-20.191,17.222,-0.011,13.032,31.778,12.684,11.013,7.333,-3.872,-19.107,2,26,-24
14.667,7.35,-18.552,32.111,3.907,19.568,15.0,-2.795,-5.568,17.222,-0.76,13.457,6,23,-17
30.889,15.351,5.235,31.778,12.684,11.013,6.778,3.989,-20.191,14.667,7.35,-18.552,65,58,7
30.889,15.351,5.235,15.0,-2.795,-5.568,17.222,-0.011,13.032,7.333,-3.872,-19.107,58,42,16
17.222,-0.011,13.032,17.222,-0.76,13.457,32.111,3.907,19.568,6.778,3.989,-20.191,40,18,22
7.333,-3.872,-19.107,30.889,15.351,5.235,17.222,-0.76,13.457,32.111,3.907,19.568,22,60,-38
6.778,3.989,-20.191,7.333,-3.872,-19.107,14.667,7.35,-18.552,17.222,-0.011,13.032,12,31,-19
15.0,-2.795,-5.568,31.778,12.684,11.013,17.222,-0.76,13.457,30.889,15.351,5.235,21,50,-29
32.111,3.907,19.568,15.0,-2.795,-5.568,31.778,12.684,11.013,6.778,3.989,-20.191,70,47,23
17.222,-0.76,13.457,14.667,7.35,-18.552,17.222,-0.011,13.032,30.889,15.351,5.235,23,48,-25
7.333,-3.872,-19.107,14.667,7.35,-18.552,31.778,12.684,11.013,32.111,3.907,19.568,36,92,-56
-10.712,-0.483,-71.761,104.97,12.706,93.635,26.794,2.54,3.521,64.477,7.282,57.878,34,49,-15
20.84,2.011,-38.065,2.484,6.479,-8.578,75.103,21.053,44.479,15.79,8.939,17.936,4,108,-104
23.558,3.606,-20.692,22.613,0.729,5.935,1.829,2.415,-59.452,13.596,-2.392,4.941,50,32,18
5.368,0.166,-9.301,14.913,3.781,-26.988,57.486,2.482,52.751,7.38,-2.679,-45.399,29,51,-22
64.477,7.282,57.878,-10.712,-0.483,-71.761,33.858,16.614,-8.578,75.103,21.053,44.479,79,115,-36
1.829,2.415,-59.452,22.613,0.729,5.935,104.97,12.706,93.635,2.484,6.479,-8.578,0,127,-127
13.596,-2.392,4.941,57.486,2.482,52.751,7.38,-2.679,-45.399,26.794,2.54,3.521,63,36,27
33.858,16.614,-8.578,20.84,2.011,-38.065,23.558,3.606,-20.692,5.368,0.166,-9.301,63,30,33
15.79,8.939,17.936,-10.712,-0.483,-71.761,14.913,3.781,-26.988,22.613,0.729,5.935,18,20,-2
75.103,21.053,44.479,2.484,6.479,-8.578,26.794,2.54,3.521,57.486,2.482,52.751,65,61,4
5.368,0.166,-9.301,1.829,2.415,-59.452,64.477,7.282,57.878,13.596,-2.392,4.941,4,86,-82
7.38,-2.679,-45.399,33.858,16.614,-8.578,104.97,12.706,93.635,15.79,8.939,17.936,50,106,-56
20.84,2.011,-38.065,23.558,3.606,-20.692,26.794,2.54,3.521,14.913,3.781,-26.988,29,57,-28
13.596,-2.392,4.941,5.368,0.166,-9.301,2.484,6.479,-8.578,-10.712,-0.483,-71.761,5,2,3
15.79,8.939,17.936,33.858,16.614,-8.578,57.486,2.482,52.751,1.829,2.415,-59.452,29,65,-36
75.103,21.053,44.479,104.97,12.706,93.635,14.913,3.781,-26.988,23.558,3.606,-20.692,196,41,155
7.38,-2.679,-45.399,64.477,7.282,57.878,22.613,0.729,5.935,20.84,2.011,-38.065,73,58,15
5.368,0.166,-9.301,26.794,2.54,3.521,15.79,8.939,17.936,1.829,2.415,-59.452,57,23,34
14.913,3.781,-26.988,75.103,21.053,44.479,13.596,-2.392,4.941,33.858,16.614,-8.578,81,45,36
57.486,2.482,52.751,104.97,12.706,93.635,-10.712,-0.483,-71.761,20.84,2.011,-38.065,202,22,180
2.484,6.479,-8.578,7.38,-2.679,-45.399,64.477,7.282,57.878,23.558,3.606,-20.692,12,96,-84
22.613,0.729,5.935,26.794,2.54,3.521,75.103,21.053,44.479,5.368,0.166,-9.301,73,63,10
43.99,13.77,12.607,63.78,12.099,31.37,24.957,2.1,-15.951,19.371,4.458,-36.014,85,55,30
28.613,1.026,0.145,28.269,3.766,-6.628,33.802,8.41,-8.58,36.57,2.617,-8.424,37,82,-45
39.736,3.203,23.931,76.767,22.656,13.986,61.598,6.364,17.585,35.945,1.933,-24.026,133,97,36
63.78,12.099,31.37,24.957,2.1,-15.951,28.613,1.026,0.145,36.57,2.617,-8.424,94,57,37
61.598,6.364,17.585,43.99,13.77,12.607,33.802,8.41,-8.58,35.945,1.933,-24.026,136,60,76
19.371,4.458,-36.014,39.736,3.203,23.931,28.269,3.766,-6.628,76.767,22.656,13.986,77,112,-35
35.945,1.933,-24.026,43.99,13.77,12.607,28.613,1.026,0.145,63.78,12.099,31.37,53,86,-33
76.767,22.656,13.986,61.598,6.364,17.585,24.957,2.1,-15.951,28.269,3.766,-6.628,94,55,39
19.371,4.458,-36.014,36.57,2.617,-8.424,33.802,8.41,-8.58,39.736,3.203,23.931,19,61,-42
28.269,3.766,-6.628,35.945,1.933,-24.026,43.99,13.77,12.607,24.957,2.1,-15.951,74,77,-3
19.371,4.458,-36.014,28.613,1.026,0.145,61.598,6.364,17.585,39.736,3.203,23.931,55,92,-37
63.78,12.099,31.37,33.802,8.41,-8.58,36.57,2.617,-8.424,76.767,22.656,13.986,134,123,11
35.945,1.933,-24.026,28.613,1.026,0.145,28.269,3.766,-6.628,19.371,4.458,-36.014,92,49,43
36.57,2.617,-8.424,61.598,6.364,17.585,76.767,22.656,13.986,43.99,13.77,12.607,122,132,-10
24.957,2.1,-15.951,33.802,8.41,-8.58,39.736,3.203,23.931,63.78,12.099,31.37,33,91,-58
27.764,3.582,-0.557,16.108,5.52,-8.969,40.063,9.273,17.298,11.914,5.005,-3.472,26,37,-11
25.756,15.811,-13.501,12.335,-7.732,-24.902,50.681,14.276,23.741,33.521,8.382,6.575,28,85,-57
34.612,18.398,26.793,29.632,5.844,8.144,-9.186,2.323,-42.152,45.146,7.042,27.053,41,4,37
41.027,5.785,17.857,7.509,-0.714,-19.776,16.108,5.52,-8.969,5.296,-6.099,-12.34,26,31,-5
25.756,15.811,-13.501,50.681,14.276,23.741,27.764,3.582,-0.557,34.612,18.398,26.793,82,69,13
5.296,-6.099,-12.34,40.063,9.273,17.298,-9.186,2.323,-42.152,12.335,-7.732,-24.902,37,15,22
33.521,8.382,6.575,7.509,-0.714,-19.776,29.632,5.844,8.144,41.027,5.785,17.857,33,84,-51
11.914,5.005,-3.472,27.764,3.582,-0.557,5.296,-6.099,-12.34,45.146,7.042,27.053,40,59,-19
40.063,9.273,17.298,16.108,5.52,-8.969,29.632,5.844,8.144,25.756,15.811,-13.501,86,57,29
45.146,7.042,27.053,34.612,18.398,26.793,12.335,-7.732,-24.902,7.509,-0.714,-19.776,101,21,80
50.681,14.276,23.741,11.914,5.005,-3.472,41.027,5.785,17.857,-9.186,2.323,-42.152,77,43,34
33.521,8.382,6.575,5.296,-6.099,-12.34,34.612,18.398,26.793,40.063,9.273,17.298,31,85,-54
12.335,-7.732,-24.902,29.632,5.844,8.144,41.027,5.785,17.857,27.764,3.582,-0.557,54,63,-9
45.146,7.042,27.053,33.521,8.382,6.575,16.108,5.52,-8.969,50.681,14.276,23.741,77,48,29
11.914,5.005,-3.472,-9.186,2.323,-42.152,7.509,-0.714,-19.776,25.756,15.811,-13.501,2,53,-51
29.632,5.844,8.144,16.108,5.52,-8.969,50.681,14.276,23.741,5.296,-6.099,-12.34,42,54,-12
7.509,-0.714,-19.776,-9.186,2.323,-42.152,33.521,8.382,6.575,27.764,3.582,-0.557,8,78,-70
45.146,7.042,27.053,41.027,5.785,17.857,25.756,15.811,-13.501,40.063,9.273,17.298,90,49,41
34.612,18.398,26.793,12.335,-7.732,-24.902,11.914,5.005,-3.472,16.108,5.52,-8.969,32,29,3
87.011,18.539,2.226,37.138,-2.907,-26.224,85.429,15.925,-0.217,61.111,13.398,-3.759,140,155,-15
123.486,29.089,67.892,80.114,16.074,52.326,34.756,16.023,-8.31,40.398,-3.335,-49.429,180,74,106
33.482,16.383,-39.492,68.388,21.479,53.598,14.419,3.844,-18.464,21.929,2.066,-46.086,113,57,56
111.741,17.568,91.446,102.776,30.793,10.616,64.825,21.279,23.006,45.487,3.618,-57.789,223,102,121
44.629,8.424,-63.164,35.846,18.098,-14.892,69.525,20.882,21.526,95.267,27.444,62.078,25,157,-132
79.771,22.449,-1.227,67.383,15.044,21.833,38.056,4.146,-65.089,65.074,18.309,18.509,115,93,22
47.987,18.649,-35.439,54.317,20.537,-23.383,53.527,-0.987,48.993,45.127,20.971,-21.088,96,87,9
68.388,21.479,53.598,21.929,2.066,-46.086,80.114,16.074,52.326,61.111,13.398,-3.759,74,73,1
14.419,3.844,-18.464,102.776,30.793,10.616,34.756,16.023,-8.31,37.138,-2.907,-26.224,79,74,5
40.398,-3.335,-49.429,95.267,27.444,62.078,45.487,3.618,-57.789,87.011,18.539,2.226,139,147,-8
67.383,15.044,21.833,44.629,8.424,-63.164,123.486,29.089,67.892,64.825,21.279,23.006,110,183,-73
45.127,20.971,-21.088,33.482,16.383,-39.492,65.074,18.309,18.509,35.846,18.098,-14.892,89,111,-22
53.527,-0.987,48.993,47.987,18.649,-35.439,69.525,20.882,21.526,38.056,4.146,-65.089,105,92,13
54.317,20.537,-23.383,85.429,15.925,-0.217,79.771,22.449,-1.227,111.741,17.568,91.446,137,222,-85
34.756,16.023,-8.31,45.487,3.618,-57.789,68.388,21.479,53.598,61.111,13.398,-3.759,61,124,-63
37.138,-2.907,-26.224,67.383,15.044,21.833,21.929,2.066,-46.086,95.267,27.444,62.078,65,99,-34
65.074,18.309,18.509,14.419,3.844,-18.464,64.825,21.279,23.006,40.398,-3.335,-49.429,52,97,-45
45.127,20.971,-21.088,123.486,29.089,67.892,87.011,18.539,2.226,69.525,20.882,21.526,199,108,91
102.776,30.793,10.616,53.527,-0.987,48.993,33.482,16.383,-39.492,79.771,22.449,-1.227,172,98,74
35.846,18.098,-14.892,38.056,4.146,-65.089,111.741,17.568,91.446,54.317,20.537,-23.383,78,172,-94
80.114,16.074,52.326,85.429,15.925,-0.217,47.987,18.649,-35.439,44.629,8.424,-63.164,167,91,76
65.074,18.309,18.509,64.825,21.279,23.006,37.138,-2.907,-26.224,68.388,21.479,53.598,138,91,47
45.487,3.618,-57.789,45.127,20.971,-21.088,67.383,15.044,21.833,14.419,3.844,-18.464,70,164,-94
61.111,13.398,-3.759,69.525,20.882,21.526,40.398,-3.335,-49.429,79.771,22.449,-1.227,180,101,79
21.929,2.066,-46.086,34.756,16.023,-8.31,35.846,18.098,-14.892,53.527,-0.987,48.993,48,97,-49
95.267,27.444,62.078,38.056,4.146,-65.089,85.429,15.925,-0.217,123.486,29.089,67.892,129,188,-59
87.011,18.539,2.226,111.741,17.568,91.446,47.987,18.649,-35.439,33.482,16.383,-39.492,191,70,121
44.629,8.424,-63.164,80.114,16.074,52.326,102.776,30.793,10.616,54.317,20.537,-23.383,199,155,44
40.398,-3.335,-49.429,68.388,21.479,53.598,67.383,15.044,21.833,45.127,20.971,-21.088,134,104,30
37.138,-2.907,-26.224,79.771,22.449,-1.227,45.487,3.618,-57.789,35.846,18.098,-14.892,153,115,38
64.825,21.279,23.006,85.429,15.925,-0.217,21.929,2.066,-46.086,69.525,20.882,21.526,164,114,50
61.111,13.398,-3.759,47.987,18.649,-35.439,123.486,29.089,67.892,65.074,18.309,18.509,125,208,-83
95.267,27.444,62.078,34.756,16.023,-8.31,54.317,20.537,-23.383,33.482,16.383,-39.492,157,93,64
111.741,17.568,91.446,14.419,3.844,-18.464,44.629,8.424,-63.164,53.527,-0.987,48.993,89,83,6
38.056,4.146,-65.089,87.011,18.539,2.226,102.776,30.793,10.616,80.114,16.074,52.326,151,199,-48
23.101,15.985,-14.986,22.959,-1.964,-46.782,10.573,5.761,-30.563,59.615,21.876,25.16,34,54,-20
21.927,4.371,-26.789,56.098,28.704,21.774,43.949,3.984,23.469,51.632,3.342,14.415,54,97,-43
54.218,17.408,14.065,3.173,1.487,-53.081,54.191,3.634,35.076,20.238,-0.447,-25.14,42,77,-35
65.841,19.373,28.064,15.436,2.658,-41.055,23.864,4.591,-21.432,79.691,14.998,58.84,87,86,1
63.046,12.305,25.544,21.927,4.371,-26.789,23.101,15.985,-14.986,75.349,19.107,24.892,124,68,56
20.238,-0.447,-25.14,43.949,3.984,23.469,54.191,3.634,35.076,10.573,5.761,-30.563,63,21,42
15.436,2.658,-41.055,79.691,14.998,58.84,22.959,-1.964,-46.782,51.632,3.342,14.415,67,77,-10
75.349,19.107,24.892,3.173,1.487,-53.081,56.098,28.704,21.774,23.864,4.591,-21.432,86,52,34
63.046,12.305,25.544,59.615,21.876,25.16,54.218,17.408,14.065,65.841,19.373,28.064,94,100,-6
21.927,4.371,-26.789,54.191,3.634,35.076,10.573,5.761,-30.563,15.436,2.658,-41.055,78,20,58
79.691,14.998,58.84,23.101,15.985,-14.986,3.173,1.487,-53.081,43.949,3.984,23.469,128,44,84
23.864,4.591,-21.432,65.841,19.373,28.064,51.632,3.342,14.415,54.218,17.408,14.065,93,88,5
63.046,12.305,25.544,56.098,28.704,21.774,20.238,-0.447,-25.14,22.959,-1.964,-46.782,161,45,116
75.349,19.107,24.892,43.949,3.984,23.469,59.615,21.876,25.16,15.436,2.658,-41.055,113,76,37
10.573,5.761,-30.563,21.927,4.371,-26.789,79.691,14.998,58.84,54.218,17.408,14.065,31,155,-124
56.098,28.704,21.774,20.238,-0.447,-25.14,23.864,4.591,-21.432,23.101,15.985,-14.986,59,80,-21
59.615,21.876,25.16,51.632,3.342,14.415,3.173,1.487,-53.081,63.046,12.305,25.544,141,42,99
22.959,-1.964,-46.782,54.191,3.634,35.076,75.349,19.107,24.892,65.841,19.373,28.064,113,167,-54
10.573,5.761,-30.563,54.218,17.408,14.065,15.436,2.658,-41.055,56.098,28.704,21.774,97,99,-2
59.615,21.876,25.16,20.238,-0.447,-25.14,21.927,4.371,-26.789,79.691,14.998,58.84,94,101,-7
51.632,3.342,14.415,23.101,15.985,-14.986,54.191,3.634,35.076,75.349,19.107,24.892,59,133,-74
43.949,3.984,23.469,23.864,4.591,-21.432,22.959,-1.964,-46.782,63.046,12.305,25.544,77,58,19
3.173,1.487,-53.081,10.573,5.761,-30.563,65.841,19.373,28.064,21.927,4.371,-26.789,49,73,-24
50.746,-0.253,29.947,56.019,19.004,6.443,42.268,6.061,-20.245,18.662,-0.357,-68.284,107,69,38
34.087,11.4,-3.005,44.069,24.235,0.182,29.466,13.807,-37.635,46.765,10.544,23.37,89,82,7
17.146,-0.798,-18.226,100.287,23.9,53.851,51.93,5.554,8.358,26.527,1.217,-25.166,113,64,49
35.288,13.132,-45.836,135.625,28.329,114.113,19.778,-0.56,-20.8,41.959,9.087,-23.005,174,43,131
46.765,10.544,23.37,101.626,18.063,51.034,46.004,26.26,-13.519,56.019,19.004,6.443,105,102,3
50.746,-0.253,29.947,42.268,6.061,-20.245,34.087,11.4,-3.005,26.527,1.217,-25.166,65,43,22
29.466,13.807,-37.635,19.778,-0.56,-20.8,41.959,9.087,-23.005,17.146,-0.798,-18.226,59,74,-15
46.004,26.26,-13.519,35.288,13.132,-45.836,51.93,5.554,8.358,44.069,24.235,0.182,78,95,-17
100.287,23.9,53.851,101.626,18.063,51.034,135.625,28.329,114.113,18.662,-0.357,-68.284,197,128,69
29.466,13.807,-37.635,17.146,-0.798,-18.226,46.765,10.544,23.37,42.268,6.061,-20.245,24,109,-85
44.069,24.235,0.182,50.746,-0.253,29.947,56.019,19.004,6.443,19.778,-0.56,-20.8,72,74,-2
26.527,1.217,-25.166,41.959,9.087,-23.005,101.626,18.063,51.034,46.004,26.26,-13.519,77,153,-76
18.662,-0.357,-68.284,34.087,11.4,-3.005,135.625,28.329,114.113,51.93,5.554,8.358,43,185,-142
35.288,13.132,-45.836,46.765,10.544,23.37,100.287,23.9,53.851,50.746,-0.253,29.947,91,168,-77
42.268,6.061,-20.245,17.146,-0.798,-18.226,44.069,24.235,0.182,101.626,18.063,51.034,60,155,-95
18.662,-0.357,-68.284,51.93,5.554,8.358,41.959,9.087,-23.005,29.466,13.807,-37.635,90,69,21
19.778,-0.56,-20.8,46.004,26.26,-13.519,100.287,23.9,53.851,34.087,11.4,-3.005,68,129,-61
26.527,1.217,-25.166,135.625,28.329,114.113,35.288,13.132,-45.836,56.019,19.004,6.443,177,71,106
51.93,5.554,8.358,29.466,13.807,-37.635,101.626,18.063,51.034,50.746,-0.253,29.947,80,186,-106
41.959,9.087,-23.005,100.287,23.9,53.851,44.069,24.235,0.182,42.268,6.061,-20.245,140,90,50
56.019,19.004,6.443,34.087,11.4,-3.005,17.146,-0.798,-18.226,35.288,13.132,-45.836,112,64,48
26.527,1.217,-25.166,46.765,10.544,23.37,18.662,-0.357,-68.284,19.778,-0.56,-20.8,82,47,35
135.625,28.329,114.113,29.466,13.807,-37.635,46.004,26.26,-13.519,42.268,6.061,-20.245,176,84,92
60.404,3.101,25.84,10.985,4.311,-30.916,82.842,18.989,65.595,70.974,3.515,9.907,60,160,-100
-4.835,-2.016,-54.31,14.654,1.452,-43.669,6.165,3.584,-2.354,39.167,12.469,-11.2,23,53,-30
3.637,10.548,-14.278,66.454,5.297,48.827,40.099,-3.707,7.455,42.187,3.282,16.584,48,70,-22
15.97,-2.707,-9.21,41.754,7.612,9.265,25.932,6.228,-19.452,35.329,19.895,-0.518,53,40,13
49.238,10.128,41.861,39.167,12.469,-11.2,3.223,6.478,-33.297,82.842,18.989,65.595,78,73,5
14.654,1.452,-43.669,42.187,3.282,16.584,10.985,4.311,-30.916,40.099,-3.707,7.455,51,83,-32
25.932,6.228,-19.452,6.165,3.584,-2.354,35.329,19.895,-0.518,3.637,10.548,-14.278,30,33,-3
3.223,6.478,-33.297,70.974,3.515,9.907,66.454,5.297,48.827,41.754,7.612,9.265,70,127,-57
-4.835,-2.016,-54.31,15.97,-2.707,-9.21,49.238,10.128,41.861,60.404,3.101,25.84,9,125,-116
25.932,6.228,-19.452,40.099,-3.707,7.455,82.842,18.989,65.595,39.167,12.469,-11.2,64,117,-53
35.329,19.895,-0.518,66.454,5.297,48.827,14.654,1.452,-43.669,10.985,4.311,-30.916,113,7,106
3.637,10.548,-14.278,70.974,3.515,9.907,-4.835,-2.016,-54.31,49.238,10.128,41.861,44,42,2
42.187,3.282,16.584,60.404,3.101,25.84,6.165,3.584,-2.354,3.223,6.478,-33.297,88,0,88
41.754,7.612,9.265,10.985,4.311,-30.916,39.167,12.469,-11.2,15.97,-2.707,-9.21,53,39,14
66.454,5.297,48.827,82.842,18.989,65.595,35.329,19.895,-0.518,-4.835,-2.016,-54.31,140,24,116
70.974,3.515,9.907,49.238,10.128,41.861,42.187,3.282,16.584,25.932,6.228,-19.452,132,84,48
40.099,-3.707,7.455,6.165,3.584,-2.354,15.97,-2.707,-9.21,3.223,6.478,-33.297,43,21,22
41.754,7.612,9.265,14.654,1.452,-43.669,60.404,3.101,25.84,3.637,10.548,-14.278,35,90,-55
39.167,12.469,-11.2,35.329,19.895,-0.518,70.974,3.515,9.907,42.187,3.282,16.584,97,130,-33
25.932,6.228,-19.452,3.223,6.478,-33.297,10.985,4.311,-30.916,-4.835,-2.016,-54.31,54,4,50
15.97,-2.707,-9.21,82.842,18.989,65.595,14.654,1.452,-43.669,3.637,10.548,-14.278,120,51,69
49.238,10.128,41.861,40.099,-3.707,7.455,41.754,7.612,9.265,6.165,3.584,-2.354,75,55,20
60.404,3.101,25.84,25.932,6.228,-19.452,66.454,5.297,48.827,39.167,12.469,-11.2,71,107,-36
28.293,10.903,6.849,22.238,5.005,-9.412,8.161,-0.435,-33.392,65.322,10.043,49.912,26,58,-32
60.7,19.371,35.812,20.46,3.386,-11.552,35.685,6.427,21.384,8.317,-0.35,-24.096,60,50,10
-1.883,-2.392,-38.525,29.356,9.34,9.418,0.469,-6.825,-16.031,30.919,8.339,-37.744,20,42,-22
61.458,27.723,32.589,55.335,18.024,18.051,25.825,1.15,4.299,19.458,-3.064,-42.598,114,29,85
5.784,-4.966,-38.574,44.47,16.355,-12.634,89.029,18.219,67.341,86.801,23.147,18.904,33,150,-117
35.685,6.427,21.384,8.161,-0.435,-33.392,65.322,10.043,49.912,-1.883,-2.392,-38.525,26,40,-14
29.356,9.34,9.418,60.7,19.371,35.812,19.458,-3.064,-42.598,22.238,5.005,-9.412,114,14,100
55.335,18.024,18.051,0.469,-6.825,-16.031,8.317,-0.35,-24.096,89.029,18.219,67.341,45,78,-33
44.47,16.355,-12.634,25.825,1.15,4.299,20.46,3.386,-11.552,5.784,-4.966,-38.574,61,58,3
86.801,23.147,18.904,28.293,10.903,6.849,30.919,8.339,-37.744,61.458,27.723,32.589,139,111,28
65.322,10.043,49.912,19.458,-3.064,-42.598,89.029,18.219,67.341,-1.883,-2.392,-38.525,102,90,12
20.46,3.386,-11.552,25.825,1.15,4.299,8.161,-0.435,-33.392,29.356,9.34,9.418,71,56,15
86.801,23.147,18.904,35.685,6.427,21.384,55.335,18.024,18.051,28.293,10.903,6.849,120,86,34
30.919,8.339,-37.744,8.317,-0.35,-24.096,22.238,5.005,-9.412,44.47,16.355,-12.634,51,85,-34
60.7,19.371,35.812,0.469,-6.825,-16.031,61.458,27.723,32.589,5.784,-4.966,-38.574,77,74,3
19.458,-3.064,-42.598,89.029,18.219,67.341,86.801,23.147,18.904,8.161,-0.435,-33.392,138,97,41
20.46,3.386,-11.552,30.919,8.339,-37.744,55.335,18.024,18.051,65.322,10.043,49.912,30,124,-94
44.47,16.355,-12.634,-1.883,-2.392,-38.525,28.293,10.903,6.849,60.7,19.371,35.812,35,90,-55
22.238,5.005,-9.412,0.469,-6.825,-16.031,25.825,1.15,4.299,35.685,6.427,21.384,21,60,-39
8.317,-0.35,-24.096,61.458,27.723,32.589,29.356,9.34,9.418,5.784,-4.966,-38.574,53,6,47
89.029,18.219,67.341,8.161,-0.435,-33.392,30.919,8.339,-37.744,60.7,19.371,35.812,110,72,38
19.458,-3.064,-42.598,28.293,10.903,6.849,0.469,-6.825,-16.031,20.46,3.386,-11.552,45,7,38
65.322,10.043,49.912,8.317,-0.35,-24.096,25.825,1.15,4.299,86.801,23.147,18.904,92,115,-23
5.784,-4.966,-38.574,55.335,18.024,18.051,-1.883,-2.392,-38.525,22.238,5.005,-9.412,69,56,13
29.356,9.34,9.418,61.458,27.723,32.589,44.47,16.355,-12.634,35.685,6.427,21.384,85,96,-11
94.973,21.418,40.88,25.241,13.975,-29.344,137.088,29.112,94.791,25.818,16.078,-37.703,129,133,-4
93.235,23.11,0.493,46.893,12.352,-9.758,56.059,22.346,-19.07,59.764,21.082,7.457,138,144,-6
77.831,14.618,-14.754,63.57,21.314,3.282,14.499,12.984,-55.913,103.911,23.068,63.089,104,130,-26
54.259,10.898,-28.632,75.155,22.722,14.887,112.907,24.111,29.068,128.379,23.911,81.683,86,252,-166
103.064,19.574,10.584,77.717,34.126,-37.144,19.81,-5.339,-14.101,82.799,8.927,-8.341,195,151,44
5.786,-2.751,-66.634,64.001,31.032,-18.023,64.108,30.961,9.881,77.53,12.77,-16.679,94,127,-33
93.235,23.11,0.493,59.764,21.082,7.457,103.911,23.068,63.089,94.973,21.418,40.88,82,203,-121
25.818,16.078,-37.703,112.907,24.111,29.068,56.059,22.346,-19.07,77.831,14.618,-14.754,170,155,15
82.799,8.927,-8.341,46.893,12.352,-9.758,128.379,23.911,81.683,14.499,12.984,-55.913,106,134,-28
19.81,-5.339,-14.101,64.108,30.961,9.881,54.259,10.898,-28.632,25.241,13.975,-29.344,47,61,-14
75.155,22.722,14.887,103.064,19.574,10.584,64.001,31.032,-18.023,77.53,12.77,-16.679,172,132,40
63.57,21.314,3.282,137.088,29.112,94.791,77.717,34.126,-37.144,5.786,-2.751,-66.634,195,76,119
94.973,21.418,40.88,77.831,14.618,-14.754,82.799,8.927,-8.341,56.059,22.346,-19.07,129,127,2
25.818,16.078,-37.703,64.108,30.961,9.881,46.893,12.352,-9.758,19.81,-5.339,-14.101,42,91,-49
25.241,13.975,-29.344,93.235,23.11,0.493,75.155,22.722,14.887,14.499,12.984,-55.913,122,110,12
77.53,12.77,-16.679,137.088,29.112,94.791,63.57,21.314,3.282,54.259,10.898,-28.632,236,108,128
77.717,34.126,-37.144,59.764,21.082,7.457,128.379,23.911,81.683,64.001,31.032,-18.023,159,185,-26
112.907,24.111,29.068,5.786,-2.751,-66.634,103.064,19.574,10.584,103.911,23.068,63.089,126,197,-71
77.831,14.618,-14.754,75.155,22.722,14.887,46.893,12.352,-9.758,94.973,21.418,40.88,160,115,45
14.499,12.984,-55.913,56.059,22.346,-19.07,137.088,29.112,94.791,19.81,-5.339,-14.101,30,118,-88
64.001,31.032,-18.023,82.799,8.927,-8.341,63.57,21.314,3.282,25.818,16.078,-37.703,122,120,2
59.764,21.082,7.457,54.259,10.898,-28.632,5.786,-2.751,-66.634,103.064,19.574,10.584,128,65,63
77.717,34.126,-37.144,112.907,24.111,29.068,64.108,30.961,9.881,93.235,23.11,0.493,134,211,-77
103.911,23.068,63.089,128.379,23.911,81.683,77.53,12.77,-16.679,25.241,13.975,-29.344,218,97,121
19.81,-5.339,-14.101,56.059,22.346,-19.07,75.155,22.722,14.887,63.57,21.314,3.282,79,161,-82
14.499,12.984,-55.913,64.001,31.032,-18.023,54.259,10.898,-28.632,94.973,21.418,40.88,96,207,-111
103.064,19.574,10.584,64.108,30.961,9.881,137.088,29.112,94.791,77.831,14.618,-14.754,213,268,-55
25.241,13.975,-29.344,82.799,8.927,-8.341,59.764,21.082,7.457,112.907,24.111,29.068,120,180,-60
103.911,23.068,63.089,77.53,12.77,-16.679,46.893,12.352,-9.758,77.717,34.126,-37.144,190,153,37
5.786,-2.751,-66.634,128.379,23.911,81.683,25.818,16.078,-37.703,93.235,23.11,0.493,154,135,19
55.0,20.81,-37.34,46.545,31.186,-33.517,76.827,28.023,4.599,112.077,21.114,61.845,107,202,-95
106.149,29.177,46.221,76.486,9.276,28.507,49.768,15.602,-29.384,104.562,31.093,48.016,199,155,44
48.199,15.117,-22.417,54.442,12.949,11.002,18.027,12.453,-52.003,86.936,13.001,10.046,119,84,35
48.431,12.57,2.172,96.435,28.671,28.279,71.262,14.247,9.281,51.539,9.321,-62.981,128,141,-13
45.389,7.646,-16.16,51.48,18.874,42.566,56.317,14.196,11.515,30.595,5.731,-70.494,96,43,53
86.692,26.807,-36.451,127.813,29.67,93.667,95.386,16.986,0.184,39.842,21.68,-37.153,209,133,76
112.077,21.114,61.845,55.0,20.81,-37.34,106.149,29.177,46.221,48.199,15.117,-22.417,135,148,-13
18.027,12.453,-52.003,76.827,28.023,4.599,49.768,15.602,-29.384,48.431,12.57,2.172,123,124,-1
45.389,7.646,-16.16,54.442,12.949,11.002,104.562,31.093,48.016,71.262,14.247,9.281,100,115,-15
